"riding_code","current_party","current_projection","date"
47004,"CPC","CPC safe",2021-08-24
47005,"CPC","CPC safe",2021-08-24
47006,"CPC","CPC safe",2021-08-24
47007,"CPC","CPC likely",2021-08-24
47008,"CPC","CPC safe",2021-08-24
47009,"CPC","Toss up LPC/CPC",2021-08-24
47010,"CPC","CPC likely",2021-08-24
47011,"CPC","CPC leaning",2021-08-24
47012,"CPC","Toss up CPC/NDP",2021-08-24
47013,"CPC","CPC safe",2021-08-24
47014,"CPC","CPC safe",2021-08-24
48001,"CPC","CPC safe",2021-08-24
48002,"CPC","CPC safe",2021-08-24
48003,"CPC","CPC safe",2021-08-24
48004,"CPC","Toss up LPC/CPC",2021-08-24
48005,"CPC","Toss up LPC/CPC",2021-08-24
48006,"CPC","CPC likely",2021-08-24
48007,"CPC","CPC safe",2021-08-24
48008,"CPC","CPC safe",2021-08-24
48009,"CPC","CPC safe",2021-08-24
48010,"CPC","CPC safe",2021-08-24
48011,"CPC","CPC safe",2021-08-24
48012,"CPC","CPC safe",2021-08-24
48013,"CPC","Toss up LPC/CPC",2021-08-24
48014,"CPC","Toss up LPC/CPC",2021-08-24
48015,"CPC","CPC leaning",2021-08-24
48016,"CPC","CPC likely",2021-08-24
48017,"CPC","Toss up LPC/CPC",2021-08-24
48018,"CPC","CPC likely",2021-08-24
48019,"NDP","NDP safe",2021-08-24
48020,"CPC","CPC safe",2021-08-24
48021,"CPC","CPC safe",2021-08-24
48022,"CPC","CPC safe",2021-08-24
48023,"CPC","CPC safe",2021-08-24
48024,"CPC","CPC safe",2021-08-24
48025,"CPC","CPC safe",2021-08-24
48026,"CPC","CPC safe",2021-08-24
48027,"CPC","CPC safe",2021-08-24
48028,"CPC","CPC safe",2021-08-24
48029,"CPC","CPC safe",2021-08-24
48030,"CPC","CPC safe",2021-08-24
48031,"CPC","CPC safe",2021-08-24
48032,"CPC","CPC safe",2021-08-24
48033,"CPC","CPC safe",2021-08-24
48034,"CPC","CPC safe",2021-08-24
59001,"CPC","CPC safe",2021-08-24
59002,"LPC","LPC leaning",2021-08-24
59003,"NDP","NDP likely",2021-08-24
59004,"CPC","CPC safe",2021-08-24
59005,"CPC","CPC likely",2021-08-24
59006,"CPC","CPC safe",2021-08-24
59007,"CPC","Toss up LPC/CPC",2021-08-24
59008,"LPC","LPC likely",2021-08-24
59009,"NDP","NDP safe",2021-08-24
59010,"NDP","NDP safe",2021-08-24
59011,"LPC","LPC likely",2021-08-24
59012,"LPC","LPC likely",2021-08-24
59013,"CPC","CPC safe",2021-08-24
59014,"CPC","CPC likely",2021-08-24
59015,"CPC","CPC leaning",2021-08-24
59016,"CPC","CPC likely",2021-08-24
59017,"CPC","CPC likely",2021-08-24
59018,"GPC","Toss up CPC/NDP/GPC",2021-08-24
59019,"NDP","NDP safe",2021-08-24
59020,"CPC","CPC safe",2021-08-24
59021,"LPC","LPC safe",2021-08-24
59022,"CPC","CPC likely",2021-08-24
59023,"CPC","CPC leaning",2021-08-24
59024,"CPC","CPC safe",2021-08-24
59025,"CPC","CPC likely",2021-08-24
59026,"NDP","NDP safe",2021-08-24
59027,"GPC","GPC safe",2021-08-24
59028,"NDP","NDP safe",2021-08-24
59029,"NDP","NDP likely",2021-08-24
59030,"CPC","CPC leaning",2021-08-24
59031,"CPC","CPC likely",2021-08-24
59032,"LPC","LPC likely",2021-08-24
59033,"LPC","LPC safe",2021-08-24
59034,"LPC","LPC safe",2021-08-24
59035,"NDP","NDP safe",2021-08-24
59036,"IND","Toss up LPC/CPC",2021-08-24
59037,"NDP","NDP likely",2021-08-24
59038,"NDP","NDP safe",2021-08-24
59039,"LPC","LPC safe",2021-08-24
59040,"LPC","LPC likely",2021-08-24
59041,"NDP","NDP safe",2021-08-24
59042,"LPC","Toss up LPC/CPC",2021-08-24
60001,"LPC","Toss up LPC/NDP",2021-08-24
61001,"LPC","LPC leaning",2021-08-24
62001,"NDP","NDP leaning",2021-08-24
