"riding_code","current_party","current_projection","date"
10001,"LPC","LPC safe",2021-08-19
10002,"LPC","LPC likely",2021-08-19
10003,"LPC","LPC safe",2021-08-19
10004,"LPC","LPC leaning",2021-08-19
10005,"LPC","LPC safe",2021-08-19
10006,"NDP","NDP likely",2021-08-19
10007,"LPC","LPC safe",2021-08-19
11001,"LPC","LPC safe",2021-08-19
11002,"LPC","LPC safe",2021-08-19
11003,"LPC","LPC likely",2021-08-19
11004,"LPC","LPC safe",2021-08-19
12001,"LPC","LPC likely",2021-08-19
12002,"LPC","LPC likely",2021-08-19
12003,"LPC","LPC leaning",2021-08-19
12004,"LPC","LPC likely",2021-08-19
12005,"LPC","Toss up LPC/NDP",2021-08-19
12006,"LPC","LPC safe",2021-08-19
12007,"LPC","LPC safe",2021-08-19
12008,"LPC","LPC likely",2021-08-19
12009,"LPC","LPC safe",2021-08-19
12010,"LPC","Toss up LPC/CPC/NDP",2021-08-19
12011,"CPC","Toss up LPC/CPC",2021-08-19
13001,"LPC","LPC safe",2021-08-19
13002,"LPC","LPC safe",2021-08-19
13003,"LPC","Toss up LPC/CPC/GPC",2021-08-19
13004,"CPC","CPC likely",2021-08-19
13005,"LPC","LPC safe",2021-08-19
13006,"LPC","Toss up LPC/CPC",2021-08-19
13007,"LPC","LPC safe",2021-08-19
13008,"CPC","CPC safe",2021-08-19
13009,"LPC","LPC likely",2021-08-19
13010,"CPC","CPC safe",2021-08-19
24001,"BQ","Toss up LPC/BQ",2021-08-19
24002,"BQ","BQ leaning",2021-08-19
24003,"LPC","LPC safe",2021-08-19
24004,"LPC","LPC safe",2021-08-19
24005,"LPC","LPC likely",2021-08-19
24006,"BQ","BQ leaning",2021-08-19
24007,"CPC","CPC leaning",2021-08-19
24008,"BQ","Toss up LPC/CPC/BQ",2021-08-19
24009,"BQ","BQ safe",2021-08-19
24010,"CPC","CPC safe",2021-08-19
24011,"BQ","BQ safe",2021-08-19
24012,"BQ","BQ likely",2021-08-19
24013,"BQ","Toss up LPC/BQ",2021-08-19
24014,"BQ","BQ likely",2021-08-19
24015,"LPC","LPC safe",2021-08-19
24016,"LPC","LPC likely",2021-08-19
24017,"LPC","LPC safe",2021-08-19
24018,"BQ","BQ leaning",2021-08-19
24019,"CPC","CPC safe",2021-08-19
24020,"BQ","Toss up CPC/BQ",2021-08-19
24021,"LPC","LPC leaning",2021-08-19
24022,"CPC","CPC likely",2021-08-19
24023,"LPC","LPC likely",2021-08-19
24024,"LPC","LPC safe",2021-08-19
24025,"BQ","BQ safe",2021-08-19
24026,"LPC","LPC likely",2021-08-19
24027,"LPC","LPC safe",2021-08-19
24028,"LPC","LPC likely",2021-08-19
24029,"LPC","LPC safe",2021-08-19
24030,"LPC","LPC safe",2021-08-19
24031,"BQ","BQ safe",2021-08-19
24032,"BQ","BQ likely",2021-08-19
24033,"BQ","BQ leaning",2021-08-19
24034,"BQ","Toss up LPC/BQ",2021-08-19
24035,"BQ","BQ likely",2021-08-19
24036,"LPC","LPC safe",2021-08-19
24037,"LPC","LPC safe",2021-08-19
24038,"BQ","BQ leaning",2021-08-19
24039,"LPC","LPC likely",2021-08-19
24040,"LPC","LPC safe",2021-08-19
24041,"LPC","LPC likely",2021-08-19
24042,"CPC","CPC safe",2021-08-19
24043,"BQ","Toss up LPC/BQ",2021-08-19
24044,"LPC","LPC safe",2021-08-19
24045,"CPC","CPC safe",2021-08-19
24046,"BQ","BQ safe",2021-08-19
24047,"CPC","CPC safe",2021-08-19
24048,"BQ","BQ likely",2021-08-19
24049,"BQ","Toss up LPC/BQ",2021-08-19
24050,"BQ","BQ safe",2021-08-19
24051,"CPC","CPC likely",2021-08-19
24052,"LPC","LPC safe",2021-08-19
24053,"LPC","LPC safe",2021-08-19
24054,"LPC","LPC safe",2021-08-19
24055,"LPC","LPC safe",2021-08-19
24056,"LPC","LPC safe",2021-08-19
24057,"LPC","LPC safe",2021-08-19
24058,"CPC","CPC safe",2021-08-19
24059,"LPC","LPC leaning",2021-08-19
24060,"BQ","BQ likely",2021-08-19
24061,"CPC","CPC safe",2021-08-19
24062,"BQ","Toss up LPC/BQ",2021-08-19
24063,"BQ","BQ safe",2021-08-19
24064,"NDP","NDP likely",2021-08-19
24065,"LPC","LPC safe",2021-08-19
24066,"BQ","BQ likely",2021-08-19
24067,"BQ","BQ leaning",2021-08-19
24068,"LPC","LPC safe",2021-08-19
24069,"LPC","LPC safe",2021-08-19
24070,"LPC","LPC likely",2021-08-19
24071,"BQ","BQ leaning",2021-08-19
24072,"BQ","Toss up LPC/BQ",2021-08-19
24073,"LPC","LPC likely",2021-08-19
24074,"LPC","LPC safe",2021-08-19
24075,"BQ","BQ likely",2021-08-19
24076,"BQ","Toss up LPC/CPC/BQ",2021-08-19
24077,"LPC","LPC safe",2021-08-19
24078,"LPC","LPC safe",2021-08-19
35001,"LPC","LPC safe",2021-08-19
35002,"NDP","NDP safe",2021-08-19
35003,"CPC","Toss up LPC/CPC",2021-08-19
35004,"CPC","CPC likely",2021-08-19
35005,"CPC","CPC leaning",2021-08-19
35006,"LPC","Toss up LPC/CPC",2021-08-19
35007,"LPC","LPC safe",2021-08-19
35008,"IND","LPC likely",2021-08-19
35009,"LPC","LPC leaning",2021-08-19
35010,"LPC","LPC safe",2021-08-19
35011,"LPC","LPC safe",2021-08-19
35012,"LPC","LPC safe",2021-08-19
35013,"CPC","CPC likely",2021-08-19
35014,"CPC","CPC likely",2021-08-19
35015,"LPC","LPC likely",2021-08-19
35016,"LPC","LPC likely",2021-08-19
35017,"CPC","CPC likely",2021-08-19
35018,"LPC","NDP leaning",2021-08-19
35019,"IND","LPC safe",2021-08-19
35020,"LPC","LPC likely",2021-08-19
35021,"LPC","LPC safe",2021-08-19
35022,"CPC","CPC likely",2021-08-19
35023,"CPC","CPC likely",2021-08-19
35024,"LPC","LPC safe",2021-08-19
35025,"CPC","CPC safe",2021-08-19
35026,"CPC","NDP leaning",2021-08-19
35027,"LPC","LPC safe",2021-08-19
35028,"LPC","LPC safe",2021-08-19
35029,"LPC","LPC safe",2021-08-19
35030,"CPC","CPC leaning",2021-08-19
35031,"LPC","LPC likely",2021-08-19
35032,"LPC","LPC safe",2021-08-19
35033,"Vacant","CPC safe",2021-08-19
35034,"CPC","CPC safe",2021-08-19
35035,"NDP","NDP safe",2021-08-19
35036,"LPC","NDP leaning",2021-08-19
35037,"NDP","NDP safe",2021-08-19
35038,"LPC","LPC safe",2021-08-19
35039,"IND","LPC leaning",2021-08-19
35040,"CPC","CPC likely",2021-08-19
35041,"LPC","LPC leaning",2021-08-19
35042,"CPC","Toss up LPC/CPC/NDP",2021-08-19
35043,"LPC","Toss up LPC/CPC",2021-08-19
35044,"LPC","LPC likely",2021-08-19
35045,"LPC","LPC likely",2021-08-19
35046,"LPC","Toss up LPC/CPC",2021-08-19
35047,"IND","LPC leaning",2021-08-19
35048,"CPC","CPC safe",2021-08-19
35049,"CPC","CPC safe",2021-08-19
35050,"CPC","CPC safe",2021-08-19
35051,"NDP","NDP safe",2021-08-19
35052,"LPC","LPC leaning",2021-08-19
35053,"LPC","LPC likely",2021-08-19
35054,"LPC","Toss up LPC/CPC",2021-08-19
35055,"LPC","LPC safe",2021-08-19
35056,"CPC","CPC likely",2021-08-19
35057,"LPC","LPC likely",2021-08-19
35058,"LPC","LPC safe",2021-08-19
35059,"LPC","LPC safe",2021-08-19
35060,"LPC","LPC safe",2021-08-19
35061,"LPC","LPC likely",2021-08-19
35062,"LPC","LPC safe",2021-08-19
35063,"LPC","LPC safe",2021-08-19
35064,"LPC","LPC likely",2021-08-19
35065,"LPC","LPC leaning",2021-08-19
35066,"LPC","NDP leaning",2021-08-19
35067,"CPC","CPC leaning",2021-08-19
35068,"CPC","CPC likely",2021-08-19
35069,"LPC","NDP leaning",2021-08-19
35070,"LPC","LPC likely",2021-08-19
35071,"CPC","Toss up LPC/CPC",2021-08-19
35072,"LPC","LPC leaning",2021-08-19
35073,"LPC","LPC likely",2021-08-19
35074,"CPC","Toss up CPC/NDP",2021-08-19
35075,"LPC","Toss up LPC/NDP",2021-08-19
35076,"LPC","LPC safe",2021-08-19
35077,"LPC","LPC safe",2021-08-19
35078,"LPC","LPC safe",2021-08-19
35079,"LPC","LPC safe",2021-08-19
35080,"CPC","CPC likely",2021-08-19
35081,"LPC","Toss up LPC/NDP",2021-08-19
35082,"CPC","CPC likely",2021-08-19
35083,"CPC","CPC safe",2021-08-19
35084,"LPC","LPC leaning",2021-08-19
35085,"LPC","LPC safe",2021-08-19
35086,"CPC","CPC safe",2021-08-19
35087,"LPC","Toss up LPC/CPC",2021-08-19
35088,"CPC","CPC likely",2021-08-19
35089,"LPC","LPC leaning",2021-08-19
35090,"LPC","LPC safe",2021-08-19
35091,"CPC","CPC likely",2021-08-19
35092,"LPC","Toss up LPC/NDP",2021-08-19
35093,"LPC","LPC likely",2021-08-19
35094,"LPC","LPC safe",2021-08-19
35095,"LPC","LPC safe",2021-08-19
35096,"LPC","LPC safe",2021-08-19
35097,"LPC","LPC safe",2021-08-19
35098,"LPC","LPC safe",2021-08-19
35099,"CPC","CPC likely",2021-08-19
35100,"CPC","CPC likely",2021-08-19
35101,"LPC","LPC safe",2021-08-19
35102,"CPC","CPC safe",2021-08-19
35103,"LPC","Toss up LPC/NDP",2021-08-19
35104,"CPC","CPC safe",2021-08-19
