"riding_code","current_party","current_projection","date"
10001,"LPC","LPC safe",2021-08-18
10002,"LPC","LPC likely",2021-08-18
10003,"LPC","LPC safe",2021-08-18
10004,"LPC","LPC leaning",2021-08-18
10005,"LPC","LPC safe",2021-08-18
10006,"NDP","NDP likely",2021-08-18
10007,"LPC","LPC likely",2021-08-18
11001,"LPC","LPC safe",2021-08-18
11002,"LPC","LPC safe",2021-08-18
11003,"LPC","LPC likely",2021-08-18
11004,"LPC","LPC safe",2021-08-18
12001,"LPC","LPC leaning",2021-08-18
12002,"LPC","LPC likely",2021-08-18
12003,"LPC","Toss up LPC/CPC",2021-08-18
12004,"LPC","LPC likely",2021-08-18
12005,"LPC","Toss up LPC/NDP",2021-08-18
12006,"LPC","LPC safe",2021-08-18
12007,"LPC","LPC safe",2021-08-18
12008,"LPC","LPC likely",2021-08-18
12009,"LPC","LPC safe",2021-08-18
12010,"LPC","Toss up LPC/CPC/NDP",2021-08-18
12011,"CPC","Toss up LPC/CPC",2021-08-18
13001,"LPC","LPC safe",2021-08-18
13002,"LPC","LPC safe",2021-08-18
13003,"LPC","Toss up LPC/CPC/GPC",2021-08-18
13004,"CPC","CPC safe",2021-08-18
13005,"LPC","LPC safe",2021-08-18
13006,"LPC","Toss up LPC/CPC",2021-08-18
13007,"LPC","LPC safe",2021-08-18
13008,"CPC","CPC safe",2021-08-18
13009,"LPC","LPC leaning",2021-08-18
13010,"CPC","CPC safe",2021-08-18
24001,"BQ","Toss up LPC/BQ",2021-08-18
24002,"BQ","BQ leaning",2021-08-18
24003,"LPC","LPC safe",2021-08-18
24004,"LPC","LPC safe",2021-08-18
24005,"LPC","LPC likely",2021-08-18
24006,"BQ","BQ leaning",2021-08-18
24007,"CPC","CPC leaning",2021-08-18
24008,"BQ","Toss up LPC/CPC/BQ",2021-08-18
24009,"BQ","BQ safe",2021-08-18
24010,"CPC","CPC safe",2021-08-18
24011,"BQ","BQ safe",2021-08-18
24012,"BQ","BQ likely",2021-08-18
24013,"BQ","Toss up LPC/BQ",2021-08-18
24014,"BQ","BQ likely",2021-08-18
24015,"LPC","LPC safe",2021-08-18
24016,"LPC","LPC likely",2021-08-18
24017,"LPC","LPC safe",2021-08-18
24018,"BQ","BQ leaning",2021-08-18
24019,"CPC","CPC safe",2021-08-18
24020,"BQ","Toss up CPC/BQ",2021-08-18
24021,"LPC","LPC leaning",2021-08-18
24022,"CPC","CPC likely",2021-08-18
24023,"LPC","LPC likely",2021-08-18
24024,"LPC","LPC safe",2021-08-18
24025,"BQ","BQ safe",2021-08-18
24026,"LPC","LPC likely",2021-08-18
24027,"LPC","LPC safe",2021-08-18
24028,"LPC","LPC likely",2021-08-18
24029,"LPC","LPC safe",2021-08-18
24030,"LPC","LPC safe",2021-08-18
24031,"BQ","BQ safe",2021-08-18
24032,"BQ","BQ likely",2021-08-18
24033,"BQ","BQ leaning",2021-08-18
24034,"BQ","Toss up LPC/BQ",2021-08-18
24035,"BQ","BQ likely",2021-08-18
24036,"LPC","LPC safe",2021-08-18
24037,"LPC","LPC safe",2021-08-18
24038,"BQ","BQ leaning",2021-08-18
24039,"LPC","LPC likely",2021-08-18
24040,"LPC","LPC safe",2021-08-18
24041,"LPC","LPC likely",2021-08-18
24042,"CPC","CPC safe",2021-08-18
24043,"BQ","Toss up LPC/BQ",2021-08-18
24044,"LPC","LPC safe",2021-08-18
24045,"CPC","CPC safe",2021-08-18
24046,"BQ","BQ safe",2021-08-18
24047,"CPC","CPC safe",2021-08-18
24048,"BQ","BQ likely",2021-08-18
24049,"BQ","Toss up LPC/BQ",2021-08-18
24050,"BQ","BQ safe",2021-08-18
24051,"CPC","CPC safe",2021-08-18
24052,"LPC","LPC safe",2021-08-18
24053,"LPC","LPC safe",2021-08-18
24054,"LPC","LPC safe",2021-08-18
24055,"LPC","LPC safe",2021-08-18
24056,"LPC","LPC safe",2021-08-18
24057,"LPC","LPC safe",2021-08-18
24058,"CPC","CPC safe",2021-08-18
24059,"LPC","LPC leaning",2021-08-18
24060,"BQ","BQ likely",2021-08-18
24061,"CPC","CPC safe",2021-08-18
24062,"BQ","Toss up LPC/BQ",2021-08-18
24063,"BQ","BQ safe",2021-08-18
24064,"NDP","NDP leaning",2021-08-18
24065,"LPC","LPC safe",2021-08-18
24066,"BQ","BQ likely",2021-08-18
24067,"BQ","BQ leaning",2021-08-18
24068,"LPC","LPC safe",2021-08-18
24069,"LPC","LPC safe",2021-08-18
24070,"LPC","LPC likely",2021-08-18
24071,"BQ","BQ leaning",2021-08-18
24072,"BQ","Toss up LPC/BQ",2021-08-18
24073,"LPC","LPC likely",2021-08-18
24074,"LPC","LPC safe",2021-08-18
24075,"BQ","BQ likely",2021-08-18
24076,"BQ","Toss up LPC/CPC/BQ",2021-08-18
24077,"LPC","LPC safe",2021-08-18
24078,"LPC","LPC safe",2021-08-18
35001,"LPC","LPC safe",2021-08-18
35002,"NDP","NDP safe",2021-08-18
35003,"CPC","Toss up LPC/CPC",2021-08-18
35004,"CPC","CPC likely",2021-08-18
35005,"CPC","CPC leaning",2021-08-18
35006,"LPC","Toss up LPC/CPC",2021-08-18
35007,"LPC","LPC safe",2021-08-18
35008,"IND","LPC likely",2021-08-18
35009,"LPC","LPC leaning",2021-08-18
35010,"LPC","LPC safe",2021-08-18
35011,"LPC","LPC safe",2021-08-18
35012,"LPC","LPC safe",2021-08-18
35013,"CPC","CPC likely",2021-08-18
35014,"CPC","CPC likely",2021-08-18
35015,"LPC","LPC likely",2021-08-18
35016,"LPC","LPC likely",2021-08-18
35017,"CPC","CPC likely",2021-08-18
35018,"LPC","NDP leaning",2021-08-18
35019,"IND","LPC safe",2021-08-18
35020,"LPC","LPC likely",2021-08-18
35021,"LPC","LPC safe",2021-08-18
35022,"CPC","CPC likely",2021-08-18
35023,"CPC","CPC likely",2021-08-18
35024,"LPC","LPC safe",2021-08-18
35025,"CPC","CPC safe",2021-08-18
35026,"CPC","Toss up CPC/NDP",2021-08-18
35027,"LPC","LPC likely",2021-08-18
35028,"LPC","LPC safe",2021-08-18
35029,"LPC","LPC safe",2021-08-18
35030,"CPC","CPC leaning",2021-08-18
35031,"LPC","LPC likely",2021-08-18
35032,"LPC","LPC safe",2021-08-18
35033,"Vacant","CPC safe",2021-08-18
35034,"CPC","CPC safe",2021-08-18
35035,"NDP","NDP safe",2021-08-18
35036,"LPC","NDP leaning",2021-08-18
35037,"NDP","NDP safe",2021-08-18
35038,"LPC","LPC safe",2021-08-18
35039,"IND","LPC leaning",2021-08-18
35040,"CPC","CPC likely",2021-08-18
35041,"LPC","LPC leaning",2021-08-18
35042,"CPC","Toss up LPC/CPC/NDP",2021-08-18
35043,"LPC","Toss up LPC/CPC",2021-08-18
35044,"LPC","LPC likely",2021-08-18
35045,"LPC","LPC likely",2021-08-18
35046,"LPC","Toss up LPC/CPC",2021-08-18
35047,"IND","Toss up LPC/CPC",2021-08-18
35048,"CPC","CPC safe",2021-08-18
35049,"CPC","CPC safe",2021-08-18
35050,"CPC","CPC safe",2021-08-18
35051,"NDP","NDP safe",2021-08-18
35052,"LPC","LPC leaning",2021-08-18
35053,"LPC","LPC likely",2021-08-18
35054,"LPC","Toss up LPC/CPC",2021-08-18
35055,"LPC","LPC safe",2021-08-18
35056,"CPC","CPC likely",2021-08-18
35057,"LPC","LPC likely",2021-08-18
35058,"LPC","LPC safe",2021-08-18
35059,"LPC","LPC safe",2021-08-18
35060,"LPC","LPC safe",2021-08-18
35061,"LPC","LPC likely",2021-08-18
35062,"LPC","LPC safe",2021-08-18
35063,"LPC","LPC likely",2021-08-18
35064,"LPC","LPC likely",2021-08-18
35065,"LPC","LPC leaning",2021-08-18
35066,"LPC","NDP leaning",2021-08-18
35067,"CPC","CPC leaning",2021-08-18
35068,"CPC","CPC likely",2021-08-18
35069,"LPC","NDP leaning",2021-08-18
35070,"LPC","LPC likely",2021-08-18
35071,"CPC","CPC leaning",2021-08-18
35072,"LPC","LPC leaning",2021-08-18
35073,"LPC","LPC likely",2021-08-18
35074,"CPC","Toss up CPC/NDP",2021-08-18
35075,"LPC","Toss up LPC/NDP",2021-08-18
35076,"LPC","LPC safe",2021-08-18
35077,"LPC","LPC safe",2021-08-18
35078,"LPC","LPC safe",2021-08-18
35079,"LPC","LPC safe",2021-08-18
35080,"CPC","CPC safe",2021-08-18
35081,"LPC","Toss up LPC/NDP",2021-08-18
35082,"CPC","CPC likely",2021-08-18
35083,"CPC","CPC safe",2021-08-18
35084,"LPC","LPC leaning",2021-08-18
35085,"LPC","LPC safe",2021-08-18
35086,"CPC","CPC safe",2021-08-18
35087,"LPC","Toss up LPC/CPC",2021-08-18
35088,"CPC","CPC likely",2021-08-18
35089,"LPC","LPC leaning",2021-08-18
35090,"LPC","LPC safe",2021-08-18
35091,"CPC","CPC likely",2021-08-18
35092,"LPC","Toss up LPC/CPC/NDP",2021-08-18
35093,"LPC","LPC likely",2021-08-18
35094,"LPC","LPC safe",2021-08-18
35095,"LPC","LPC safe",2021-08-18
35096,"LPC","LPC safe",2021-08-18
35097,"LPC","LPC safe",2021-08-18
35098,"LPC","LPC safe",2021-08-18
35099,"CPC","CPC likely",2021-08-18
35100,"CPC","CPC likely",2021-08-18
35101,"LPC","LPC safe",2021-08-18
35102,"CPC","CPC safe",2021-08-18
35103,"LPC","Toss up LPC/NDP",2021-08-18
35104,"CPC","CPC safe",2021-08-18
35105,"LPC","NDP leaning",2021-08-18
35106,"LPC","LPC likely",2021-08-18
35107,"NDP","NDP safe",2021-08-18
35108,"LPC","LPC safe",2021-08-18
35109,"LPC","Toss up LPC/NDP",2021-08-18
35110,"LPC","LPC likely",2021-08-18
35111,"LPC","LPC likely",2021-08-18
35112,"LPC","LPC safe",2021-08-18
35113,"CPC","CPC safe",2021-08-18
35114,"LPC","LPC leaning",2021-08-18
35115,"LPC","LPC likely",2021-08-18
35116,"LPC","NDP leaning",2021-08-18
35117,"NDP","NDP likely",2021-08-18
35118,"LPC","Toss up LPC/CPC",2021-08-18
35119,"CPC","CPC safe",2021-08-18
35120,"LPC","LPC safe",2021-08-18
35121,"LPC","LPC safe",2021-08-18
46001,"CPC","CPC safe",2021-08-18
46002,"CPC","Toss up LPC/CPC",2021-08-18
46003,"NDP","NDP likely",2021-08-18
46004,"CPC","CPC safe",2021-08-18
46005,"NDP","NDP likely",2021-08-18
46006,"CPC","CPC leaning",2021-08-18
46007,"CPC","CPC safe",2021-08-18
46008,"CPC","CPC safe",2021-08-18
46009,"LPC","LPC safe",2021-08-18
46010,"CPC","CPC safe",2021-08-18
46011,"NDP","NDP leaning",2021-08-18
46012,"LPC","LPC safe",2021-08-18
46013,"LPC","LPC safe",2021-08-18
46014,"LPC","LPC safe",2021-08-18
47001,"CPC","CPC safe",2021-08-18
47002,"CPC","CPC safe",2021-08-18
47003,"CPC","Toss up LPC/CPC/NDP",2021-08-18
47004,"CPC","CPC safe",2021-08-18
47005,"CPC","CPC safe",2021-08-18
47006,"CPC","CPC safe",2021-08-18
47007,"CPC","CPC likely",2021-08-18
47008,"CPC","CPC safe",2021-08-18
47009,"CPC","CPC leaning",2021-08-18
47010,"CPC","CPC likely",2021-08-18
47011,"CPC","CPC likely",2021-08-18
47012,"CPC","Toss up CPC/NDP",2021-08-18
47013,"CPC","CPC safe",2021-08-18
47014,"CPC","CPC safe",2021-08-18
48001,"CPC","CPC safe",2021-08-18
48002,"CPC","CPC safe",2021-08-18
48003,"CPC","CPC safe",2021-08-18
48004,"CPC","Toss up LPC/CPC",2021-08-18
48005,"CPC","CPC leaning",2021-08-18
48006,"CPC","CPC likely",2021-08-18
48007,"CPC","CPC safe",2021-08-18
48008,"CPC","CPC safe",2021-08-18
48009,"CPC","CPC safe",2021-08-18
48010,"CPC","CPC safe",2021-08-18
48011,"CPC","CPC safe",2021-08-18
48012,"CPC","CPC safe",2021-08-18
48013,"CPC","Toss up LPC/CPC",2021-08-18
48014,"CPC","Toss up LPC/CPC",2021-08-18
48015,"CPC","CPC likely",2021-08-18
48016,"CPC","CPC likely",2021-08-18
48017,"CPC","Toss up LPC/CPC",2021-08-18
48018,"CPC","CPC likely",2021-08-18
48019,"NDP","NDP likely",2021-08-18
48020,"CPC","CPC safe",2021-08-18
48021,"CPC","CPC safe",2021-08-18
48022,"CPC","CPC safe",2021-08-18
48023,"CPC","CPC safe",2021-08-18
48024,"CPC","CPC safe",2021-08-18
48025,"CPC","CPC safe",2021-08-18
48026,"CPC","CPC safe",2021-08-18
48027,"CPC","CPC safe",2021-08-18
48028,"CPC","CPC safe",2021-08-18
48029,"CPC","CPC safe",2021-08-18
48030,"CPC","CPC safe",2021-08-18
48031,"CPC","CPC safe",2021-08-18
48032,"CPC","CPC safe",2021-08-18
48033,"CPC","CPC safe",2021-08-18
48034,"CPC","CPC safe",2021-08-18
59001,"CPC","CPC likely",2021-08-18
59002,"LPC","LPC likely",2021-08-18
59003,"NDP","NDP likely",2021-08-18
59004,"CPC","CPC safe",2021-08-18
59005,"CPC","CPC leaning",2021-08-18
59006,"CPC","CPC safe",2021-08-18
59007,"CPC","LPC leaning",2021-08-18
59008,"LPC","LPC likely",2021-08-18
59009,"NDP","NDP safe",2021-08-18
59010,"NDP","NDP safe",2021-08-18
59011,"LPC","LPC safe",2021-08-18
59012,"LPC","LPC safe",2021-08-18
59013,"CPC","CPC likely",2021-08-18
59014,"CPC","Toss up LPC/CPC",2021-08-18
59015,"CPC","CPC leaning",2021-08-18
59016,"CPC","CPC likely",2021-08-18
59017,"CPC","Toss up LPC/CPC",2021-08-18
59018,"GPC","GPC leaning",2021-08-18
59019,"NDP","NDP safe",2021-08-18
59020,"CPC","CPC safe",2021-08-18
59021,"LPC","LPC safe",2021-08-18
59022,"CPC","Toss up LPC/CPC",2021-08-18
59023,"CPC","Toss up LPC/CPC",2021-08-18
59024,"CPC","CPC safe",2021-08-18
59025,"CPC","CPC likely",2021-08-18
59026,"NDP","NDP safe",2021-08-18
59027,"GPC","GPC safe",2021-08-18
59028,"NDP","NDP safe",2021-08-18
59029,"NDP","NDP likely",2021-08-18
59030,"CPC","Toss up LPC/CPC",2021-08-18
59031,"CPC","Toss up LPC/CPC",2021-08-18
59032,"LPC","LPC safe",2021-08-18
59033,"LPC","LPC safe",2021-08-18
59034,"LPC","LPC safe",2021-08-18
59035,"NDP","NDP safe",2021-08-18
59036,"IND","LPC leaning",2021-08-18
59037,"NDP","NDP likely",2021-08-18
59038,"NDP","NDP safe",2021-08-18
59039,"LPC","LPC safe",2021-08-18
59040,"LPC","LPC safe",2021-08-18
59041,"NDP","NDP likely",2021-08-18
59042,"LPC","LPC safe",2021-08-18
60001,"LPC","Toss up LPC/NDP",2021-08-18
61001,"LPC","LPC leaning",2021-08-18
62001,"NDP","NDP leaning",2021-08-18
