"riding_code","current_party","current_projection","date"
24033,"BQ","BQ leaning",2021-08-31
24034,"BQ","Toss up LPC/BQ",2021-08-31
24035,"BQ","BQ leaning",2021-08-31
24036,"LPC","LPC safe",2021-08-31
24037,"LPC","LPC safe",2021-08-31
24038,"BQ","Toss up LPC/BQ",2021-08-31
24039,"LPC","LPC likely",2021-08-31
24040,"LPC","LPC safe",2021-08-31
24041,"LPC","LPC likely",2021-08-31
24042,"CPC","CPC safe",2021-08-31
24043,"BQ","Toss up LPC/BQ",2021-08-31
24044,"LPC","LPC safe",2021-08-31
24045,"CPC","CPC safe",2021-08-31
24046,"BQ","BQ safe",2021-08-31
24047,"CPC","CPC safe",2021-08-31
24048,"BQ","BQ likely",2021-08-31
24049,"BQ","Toss up LPC/BQ",2021-08-31
24050,"BQ","BQ safe",2021-08-31
24051,"CPC","CPC safe",2021-08-31
24052,"LPC","LPC safe",2021-08-31
24053,"LPC","LPC safe",2021-08-31
24054,"LPC","LPC safe",2021-08-31
24055,"LPC","LPC safe",2021-08-31
24056,"LPC","LPC safe",2021-08-31
24057,"LPC","LPC safe",2021-08-31
24058,"CPC","CPC safe",2021-08-31
24059,"LPC","LPC likely",2021-08-31
24060,"BQ","BQ likely",2021-08-31
24061,"CPC","CPC safe",2021-08-31
24062,"BQ","Toss up LPC/BQ",2021-08-31
24063,"BQ","BQ safe",2021-08-31
24064,"NDP","NDP likely",2021-08-31
24065,"LPC","LPC safe",2021-08-31
24066,"BQ","BQ likely",2021-08-31
24067,"BQ","BQ leaning",2021-08-31
24068,"LPC","LPC safe",2021-08-31
24069,"LPC","LPC safe",2021-08-31
24070,"LPC","LPC likely",2021-08-31
24071,"BQ","BQ leaning",2021-08-31
24072,"BQ","Toss up LPC/BQ",2021-08-31
24073,"LPC","LPC leaning",2021-08-31
24074,"LPC","LPC safe",2021-08-31
24075,"BQ","BQ likely",2021-08-31
24076,"BQ","CPC leaning",2021-08-31
24077,"LPC","LPC safe",2021-08-31
24078,"LPC","LPC safe",2021-08-31
35001,"LPC","LPC safe",2021-08-31
35002,"NDP","NDP safe",2021-08-31
35003,"CPC","CPC leaning",2021-08-31
35004,"CPC","CPC safe",2021-08-31
35005,"CPC","CPC safe",2021-08-31
35006,"LPC","CPC leaning",2021-08-31
35007,"LPC","LPC safe",2021-08-31
35008,"IND","LPC likely",2021-08-31
35009,"LPC","LPC leaning",2021-08-31
35010,"LPC","LPC likely",2021-08-31
35011,"LPC","LPC likely",2021-08-31
35012,"LPC","LPC safe",2021-08-31
35013,"CPC","CPC safe",2021-08-31
35014,"CPC","CPC safe",2021-08-31
35015,"LPC","LPC leaning",2021-08-31
35016,"LPC","Toss up LPC/CPC",2021-08-31
35017,"CPC","CPC safe",2021-08-31
35018,"LPC","Toss up LPC/NDP",2021-08-31
35019,"IND","LPC safe",2021-08-31
35020,"LPC","LPC leaning",2021-08-31
35021,"LPC","LPC likely",2021-08-31
35022,"CPC","CPC safe",2021-08-31
35023,"CPC","CPC safe",2021-08-31
35024,"LPC","LPC likely",2021-08-31
35025,"CPC","CPC safe",2021-08-31
35026,"CPC","CPC leaning",2021-08-31
35027,"LPC","LPC leaning",2021-08-31
35028,"LPC","LPC likely",2021-08-31
35029,"LPC","LPC safe",2021-08-31
35030,"CPC","CPC likely",2021-08-31
35031,"LPC","Toss up LPC/CPC",2021-08-31
35032,"LPC","LPC safe",2021-08-31
35033,"Vacant","CPC safe",2021-08-31
35034,"CPC","CPC safe",2021-08-31
35035,"NDP","NDP safe",2021-08-31
35036,"LPC","Toss up LPC/NDP",2021-08-31
35037,"NDP","NDP safe",2021-08-31
35038,"LPC","LPC likely",2021-08-31
35039,"IND","CPC likely",2021-08-31
35040,"CPC","CPC safe",2021-08-31
35041,"LPC","Toss up LPC/CPC",2021-08-31
35042,"CPC","Toss up CPC/NDP",2021-08-31
35043,"LPC","CPC leaning",2021-08-31
35044,"LPC","LPC likely",2021-08-31
35045,"LPC","LPC leaning",2021-08-31
35046,"LPC","CPC likely",2021-08-31
35047,"IND","CPC leaning",2021-08-31
35048,"CPC","CPC safe",2021-08-31
35049,"CPC","CPC safe",2021-08-31
35050,"CPC","CPC safe",2021-08-31
35051,"NDP","NDP safe",2021-08-31
35052,"LPC","LPC leaning",2021-08-31
35053,"LPC","LPC leaning",2021-08-31
35054,"LPC","CPC leaning",2021-08-31
35055,"LPC","LPC leaning",2021-08-31
35056,"CPC","CPC safe",2021-08-31
35057,"LPC","LPC leaning",2021-08-31
35058,"LPC","LPC likely",2021-08-31
35059,"LPC","LPC leaning",2021-08-31
35060,"LPC","LPC likely",2021-08-31
35061,"LPC","Toss up LPC/CPC",2021-08-31
35062,"LPC","LPC safe",2021-08-31
35063,"LPC","LPC leaning",2021-08-31
35064,"LPC","Toss up LPC/CPC",2021-08-31
35065,"LPC","CPC leaning",2021-08-31
35066,"LPC","Toss up LPC/CPC/NDP",2021-08-31
35067,"CPC","CPC likely",2021-08-31
35068,"CPC","CPC safe",2021-08-31
35069,"LPC","NDP leaning",2021-08-31
35070,"LPC","LPC leaning",2021-08-31
35071,"CPC","CPC likely",2021-08-31
35072,"LPC","Toss up LPC/CPC",2021-08-31
35073,"LPC","Toss up LPC/CPC",2021-08-31
35074,"CPC","CPC leaning",2021-08-31
35075,"LPC","LPC leaning",2021-08-31
35076,"LPC","LPC safe",2021-08-31
35077,"LPC","LPC safe",2021-08-31
35078,"LPC","LPC safe",2021-08-31
35079,"LPC","LPC likely",2021-08-31
35080,"CPC","CPC safe",2021-08-31
35081,"LPC","Toss up LPC/NDP",2021-08-31
35082,"CPC","CPC safe",2021-08-31
35083,"CPC","CPC safe",2021-08-31
35084,"LPC","CPC leaning",2021-08-31
35085,"LPC","LPC likely",2021-08-31
35086,"CPC","CPC safe",2021-08-31
35087,"LPC","CPC likely",2021-08-31
35088,"CPC","CPC safe",2021-08-31
35089,"LPC","Toss up LPC/CPC",2021-08-31
35090,"LPC","LPC safe",2021-08-31
35091,"CPC","CPC safe",2021-08-31
35092,"LPC","Toss up LPC/CPC",2021-08-31
35093,"LPC","Toss up LPC/CPC",2021-08-31
35094,"LPC","LPC safe",2021-08-31
35095,"LPC","LPC safe",2021-08-31
35096,"LPC","LPC likely",2021-08-31
35097,"LPC","LPC safe",2021-08-31
35098,"LPC","LPC safe",2021-08-31
35099,"CPC","CPC safe",2021-08-31
35100,"CPC","CPC safe",2021-08-31
35101,"LPC","LPC safe",2021-08-31
35102,"CPC","CPC safe",2021-08-31
35103,"LPC","Toss up LPC/NDP",2021-08-31
35104,"CPC","CPC safe",2021-08-31
35105,"LPC","Toss up LPC/CPC/NDP",2021-08-31
35106,"LPC","LPC leaning",2021-08-31
35107,"NDP","NDP safe",2021-08-31
35108,"LPC","LPC safe",2021-08-31
35109,"LPC","Toss up LPC/NDP",2021-08-31
35110,"LPC","LPC likely",2021-08-31
35111,"LPC","Toss up LPC/CPC",2021-08-31
35112,"LPC","LPC likely",2021-08-31
35113,"CPC","CPC safe",2021-08-31
35114,"LPC","Toss up LPC/CPC",2021-08-31
35115,"LPC","Toss up LPC/CPC",2021-08-31
35116,"LPC","Toss up LPC/CPC/NDP",2021-08-31
35117,"NDP","NDP likely",2021-08-31
35118,"LPC","Toss up LPC/CPC",2021-08-31
35119,"CPC","CPC safe",2021-08-31
35120,"LPC","LPC safe",2021-08-31
35121,"LPC","LPC safe",2021-08-31
46001,"CPC","CPC safe",2021-08-31
46002,"CPC","CPC leaning",2021-08-31
46003,"NDP","NDP safe",2021-08-31
46004,"CPC","CPC safe",2021-08-31
46005,"NDP","NDP likely",2021-08-31
46006,"CPC","CPC likely",2021-08-31
46007,"CPC","CPC safe",2021-08-31
46008,"CPC","CPC safe",2021-08-31
46009,"LPC","LPC likely",2021-08-31
46010,"CPC","CPC safe",2021-08-31
46011,"NDP","NDP likely",2021-08-31
46012,"LPC","LPC likely",2021-08-31
46013,"LPC","Toss up LPC/CPC",2021-08-31
46014,"LPC","LPC likely",2021-08-31
47001,"CPC","CPC safe",2021-08-31
47002,"CPC","CPC safe",2021-08-31
47003,"CPC","Toss up LPC/CPC/NDP",2021-08-31
47004,"CPC","CPC safe",2021-08-31
47005,"CPC","CPC safe",2021-08-31
47006,"CPC","CPC safe",2021-08-31
47007,"CPC","CPC leaning",2021-08-31
47008,"CPC","CPC safe",2021-08-31
47009,"CPC","CPC leaning",2021-08-31
47010,"CPC","CPC safe",2021-08-31
47011,"CPC","CPC likely",2021-08-31
47012,"CPC","Toss up CPC/NDP",2021-08-31
47013,"CPC","CPC safe",2021-08-31
47014,"CPC","CPC safe",2021-08-31
48001,"CPC","CPC safe",2021-08-31
48002,"CPC","CPC safe",2021-08-31
48003,"CPC","CPC safe",2021-08-31
48004,"CPC","CPC leaning",2021-08-31
48005,"CPC","CPC leaning",2021-08-31
48006,"CPC","CPC likely",2021-08-31
48007,"CPC","CPC safe",2021-08-31
48008,"CPC","CPC safe",2021-08-31
48009,"CPC","CPC safe",2021-08-31
48010,"CPC","CPC safe",2021-08-31
48011,"CPC","CPC safe",2021-08-31
48012,"CPC","CPC safe",2021-08-31
48013,"CPC","CPC leaning",2021-08-31
48014,"CPC","Toss up LPC/CPC",2021-08-31
48015,"CPC","CPC leaning",2021-08-31
48016,"CPC","CPC likely",2021-08-31
48017,"CPC","Toss up LPC/CPC",2021-08-31
48018,"CPC","CPC likely",2021-08-31
48019,"NDP","NDP safe",2021-08-31
48020,"CPC","CPC safe",2021-08-31
48021,"CPC","CPC safe",2021-08-31
48022,"CPC","CPC safe",2021-08-31
48023,"CPC","CPC safe",2021-08-31
48024,"CPC","CPC safe",2021-08-31
48025,"CPC","CPC safe",2021-08-31
48026,"CPC","CPC safe",2021-08-31
48027,"CPC","CPC safe",2021-08-31
48028,"CPC","CPC safe",2021-08-31
48029,"CPC","CPC safe",2021-08-31
48030,"CPC","CPC safe",2021-08-31
48031,"CPC","CPC safe",2021-08-31
48032,"CPC","CPC safe",2021-08-31
48033,"CPC","CPC safe",2021-08-31
48034,"CPC","CPC safe",2021-08-31
59001,"CPC","CPC safe",2021-08-31
59002,"LPC","Toss up LPC/NDP",2021-08-31
59003,"NDP","NDP likely",2021-08-31
59004,"CPC","CPC safe",2021-08-31
59005,"CPC","CPC safe",2021-08-31
59006,"CPC","CPC safe",2021-08-31
59007,"CPC","CPC leaning",2021-08-31
59008,"LPC","LPC leaning",2021-08-31
59009,"NDP","NDP safe",2021-08-31
59010,"NDP","NDP safe",2021-08-31
59011,"LPC","LPC leaning",2021-08-31
59012,"LPC","LPC leaning",2021-08-31
59013,"CPC","CPC safe",2021-08-31
59014,"CPC","CPC likely",2021-08-31
59015,"CPC","CPC leaning",2021-08-31
59016,"CPC","CPC safe",2021-08-31
59017,"CPC","CPC likely",2021-08-31
59018,"GPC","Toss up CPC/NDP/GPC",2021-08-31
59019,"NDP","NDP safe",2021-08-31
59020,"CPC","CPC safe",2021-08-31
59021,"LPC","LPC safe",2021-08-31
59022,"CPC","CPC likely",2021-08-31
59023,"CPC","CPC leaning",2021-08-31
59024,"CPC","CPC safe",2021-08-31
59025,"CPC","CPC safe",2021-08-31
59026,"NDP","NDP safe",2021-08-31
59027,"GPC","GPC likely",2021-08-31
59028,"NDP","NDP safe",2021-08-31
59029,"NDP","NDP likely",2021-08-31
59030,"CPC","CPC likely",2021-08-31
59031,"CPC","CPC likely",2021-08-31
59032,"LPC","LPC likely",2021-08-31
59033,"LPC","LPC safe",2021-08-31
59034,"LPC","LPC safe",2021-08-31
59035,"NDP","NDP safe",2021-08-31
59036,"IND","Toss up LPC/CPC",2021-08-31
59037,"NDP","NDP likely",2021-08-31
59038,"NDP","NDP safe",2021-08-31
59039,"LPC","LPC safe",2021-08-31
59040,"LPC","LPC likely",2021-08-31
59041,"NDP","NDP safe",2021-08-31
59042,"LPC","CPC leaning",2021-08-31
60001,"LPC","Toss up LPC/CPC/NDP",2021-08-31
61001,"LPC","Toss up LPC/NDP",2021-08-31
62001,"NDP","NDP leaning",2021-08-31
