"riding_code","current_party","current_projection","date"
24032,"BQ","Toss up CPC/BQ",2021-09-07
24033,"BQ","BQ likely",2021-09-07
24034,"BQ","Toss up LPC/BQ",2021-09-07
24035,"BQ","BQ leaning",2021-09-07
24036,"LPC","LPC safe",2021-09-07
24037,"LPC","LPC safe",2021-09-07
24038,"BQ","BQ leaning",2021-09-07
24039,"LPC","LPC leaning",2021-09-07
24040,"LPC","LPC safe",2021-09-07
24041,"LPC","LPC likely",2021-09-07
24042,"CPC","CPC safe",2021-09-07
24043,"BQ","Toss up LPC/BQ",2021-09-07
24044,"LPC","LPC safe",2021-09-07
24045,"CPC","CPC safe",2021-09-07
24046,"BQ","BQ likely",2021-09-07
24047,"CPC","CPC safe",2021-09-07
24048,"BQ","BQ likely",2021-09-07
24049,"BQ","Toss up LPC/BQ",2021-09-07
24050,"BQ","BQ safe",2021-09-07
24051,"CPC","CPC safe",2021-09-07
24052,"LPC","LPC safe",2021-09-07
24053,"LPC","LPC safe",2021-09-07
24054,"LPC","LPC safe",2021-09-07
24055,"LPC","LPC safe",2021-09-07
24056,"LPC","LPC safe",2021-09-07
24057,"LPC","LPC safe",2021-09-07
24058,"CPC","CPC safe",2021-09-07
24059,"LPC","LPC leaning",2021-09-07
24060,"BQ","BQ likely",2021-09-07
24061,"CPC","CPC safe",2021-09-07
24062,"BQ","Toss up LPC/BQ",2021-09-07
24063,"BQ","BQ safe",2021-09-07
24064,"NDP","NDP safe",2021-09-07
24065,"LPC","LPC safe",2021-09-07
24066,"BQ","BQ leaning",2021-09-07
24067,"BQ","BQ leaning",2021-09-07
24068,"LPC","LPC safe",2021-09-07
24069,"LPC","LPC safe",2021-09-07
24070,"LPC","LPC likely",2021-09-07
24071,"BQ","BQ likely",2021-09-07
24072,"BQ","Toss up LPC/BQ",2021-09-07
24073,"LPC","LPC leaning",2021-09-07
24074,"LPC","LPC safe",2021-09-07
24075,"BQ","BQ likely",2021-09-07
24076,"BQ","CPC leaning",2021-09-07
24077,"LPC","LPC safe",2021-09-07
24078,"LPC","LPC safe",2021-09-07
35001,"LPC","LPC safe",2021-09-07
35002,"NDP","NDP safe",2021-09-07
35003,"CPC","CPC leaning",2021-09-07
35004,"CPC","CPC safe",2021-09-07
35005,"CPC","CPC likely",2021-09-07
35006,"LPC","CPC leaning",2021-09-07
35007,"LPC","LPC safe",2021-09-07
35008,"IND","LPC likely",2021-09-07
35009,"LPC","LPC likely",2021-09-07
35010,"LPC","LPC safe",2021-09-07
35011,"LPC","LPC likely",2021-09-07
35012,"LPC","LPC safe",2021-09-07
35013,"CPC","CPC safe",2021-09-07
35014,"CPC","CPC safe",2021-09-07
35015,"LPC","LPC leaning",2021-09-07
35016,"LPC","Toss up LPC/CPC",2021-09-07
35017,"CPC","CPC safe",2021-09-07
35018,"LPC","Toss up LPC/NDP",2021-09-07
35019,"IND","LPC safe",2021-09-07
35020,"LPC","LPC leaning",2021-09-07
35021,"LPC","LPC likely",2021-09-07
35022,"CPC","CPC safe",2021-09-07
35023,"CPC","CPC safe",2021-09-07
35024,"LPC","LPC likely",2021-09-07
35025,"CPC","CPC safe",2021-09-07
35026,"CPC","CPC leaning",2021-09-07
35027,"LPC","LPC likely",2021-09-07
35028,"LPC","LPC likely",2021-09-07
35029,"LPC","LPC safe",2021-09-07
35030,"CPC","CPC likely",2021-09-07
35031,"LPC","Toss up LPC/CPC",2021-09-07
35032,"LPC","LPC safe",2021-09-07
35033,"Vacant","CPC safe",2021-09-07
35034,"CPC","CPC safe",2021-09-07
35035,"NDP","NDP safe",2021-09-07
35036,"LPC","Toss up LPC/CPC/NDP",2021-09-07
35037,"NDP","NDP likely",2021-09-07
35038,"LPC","LPC likely",2021-09-07
35039,"IND","CPC leaning",2021-09-07
35040,"CPC","CPC safe",2021-09-07
35041,"LPC","Toss up LPC/CPC",2021-09-07
35042,"CPC","CPC leaning",2021-09-07
35043,"LPC","CPC leaning",2021-09-07
35044,"LPC","LPC likely",2021-09-07
35045,"LPC","Toss up CPC/NDP/GPC",2021-09-07
35046,"LPC","CPC leaning",2021-09-07
35047,"IND","Toss up LPC/CPC",2021-09-07
35048,"CPC","CPC safe",2021-09-07
35049,"CPC","CPC safe",2021-09-07
35050,"CPC","CPC safe",2021-09-07
35051,"NDP","NDP safe",2021-09-07
35052,"LPC","LPC likely",2021-09-07
35053,"LPC","LPC likely",2021-09-07
35054,"LPC","Toss up LPC/CPC",2021-09-07
35055,"LPC","LPC likely",2021-09-07
35056,"CPC","CPC likely",2021-09-07
35057,"LPC","LPC leaning",2021-09-07
35058,"LPC","LPC safe",2021-09-07
35059,"LPC","LPC likely",2021-09-07
35060,"LPC","LPC likely",2021-09-07
35061,"LPC","Toss up LPC/CPC",2021-09-07
35062,"LPC","LPC safe",2021-09-07
35063,"LPC","LPC likely",2021-09-07
35064,"LPC","LPC leaning",2021-09-07
35065,"LPC","Toss up LPC/CPC",2021-09-07
35066,"LPC","Toss up LPC/CPC/NDP",2021-09-07
35067,"CPC","CPC likely",2021-09-07
35068,"CPC","CPC safe",2021-09-07
35069,"LPC","Toss up LPC/NDP",2021-09-07
35070,"LPC","LPC leaning",2021-09-07
35071,"CPC","CPC likely",2021-09-07
35072,"LPC","Toss up LPC/CPC",2021-09-07
35073,"LPC","Toss up LPC/CPC",2021-09-07
35074,"CPC","CPC likely",2021-09-07
35075,"LPC","LPC likely",2021-09-07
35076,"LPC","LPC safe",2021-09-07
35077,"LPC","LPC safe",2021-09-07
35078,"LPC","LPC safe",2021-09-07
35079,"LPC","LPC likely",2021-09-07
35080,"CPC","CPC safe",2021-09-07
35081,"LPC","LPC leaning",2021-09-07
35082,"CPC","CPC safe",2021-09-07
35083,"CPC","CPC safe",2021-09-07
35084,"LPC","Toss up LPC/CPC",2021-09-07
35085,"LPC","LPC likely",2021-09-07
35086,"CPC","CPC safe",2021-09-07
35087,"LPC","CPC leaning",2021-09-07
35088,"CPC","CPC safe",2021-09-07
35089,"LPC","Toss up LPC/CPC",2021-09-07
35090,"LPC","LPC safe",2021-09-07
35091,"CPC","CPC safe",2021-09-07
35092,"LPC","Toss up LPC/CPC",2021-09-07
35093,"LPC","LPC leaning",2021-09-07
35094,"LPC","LPC safe",2021-09-07
35095,"LPC","LPC safe",2021-09-07
35096,"LPC","LPC likely",2021-09-07
35097,"LPC","LPC safe",2021-09-07
35098,"LPC","LPC safe",2021-09-07
35099,"CPC","CPC safe",2021-09-07
35100,"CPC","CPC safe",2021-09-07
35101,"LPC","LPC safe",2021-09-07
35102,"CPC","CPC safe",2021-09-07
35103,"LPC","Toss up LPC/NDP",2021-09-07
35104,"CPC","CPC safe",2021-09-07
35105,"LPC","Toss up LPC/CPC/NDP",2021-09-07
35106,"LPC","LPC likely",2021-09-07
35107,"NDP","NDP safe",2021-09-07
35108,"LPC","LPC safe",2021-09-07
35109,"LPC","LPC leaning",2021-09-07
35110,"LPC","LPC safe",2021-09-07
35111,"LPC","LPC leaning",2021-09-07
35112,"LPC","LPC safe",2021-09-07
35113,"CPC","CPC safe",2021-09-07
35114,"LPC","Toss up LPC/CPC",2021-09-07
35115,"LPC","Toss up LPC/CPC",2021-09-07
35116,"LPC","Toss up LPC/NDP",2021-09-07
35117,"NDP","NDP leaning",2021-09-07
35118,"LPC","Toss up LPC/CPC",2021-09-07
35119,"CPC","CPC safe",2021-09-07
35120,"LPC","LPC safe",2021-09-07
35121,"LPC","LPC safe",2021-09-07
46001,"CPC","CPC safe",2021-09-07
46002,"CPC","Toss up LPC/CPC",2021-09-07
46003,"NDP","NDP likely",2021-09-07
46004,"CPC","CPC safe",2021-09-07
46005,"NDP","NDP likely",2021-09-07
46006,"CPC","CPC likely",2021-09-07
46007,"CPC","CPC safe",2021-09-07
46008,"CPC","CPC safe",2021-09-07
46009,"LPC","LPC likely",2021-09-07
46010,"CPC","CPC safe",2021-09-07
46011,"NDP","NDP likely",2021-09-07
46012,"LPC","LPC likely",2021-09-07
46013,"LPC","LPC leaning",2021-09-07
46014,"LPC","LPC likely",2021-09-07
47001,"CPC","CPC safe",2021-09-07
47002,"CPC","CPC safe",2021-09-07
47003,"CPC","Toss up LPC/CPC/NDP",2021-09-07
47004,"CPC","CPC safe",2021-09-07
47005,"CPC","CPC safe",2021-09-07
47006,"CPC","CPC safe",2021-09-07
47007,"CPC","CPC leaning",2021-09-07
47008,"CPC","CPC safe",2021-09-07
47009,"CPC","Toss up LPC/CPC",2021-09-07
47010,"CPC","CPC safe",2021-09-07
47011,"CPC","CPC likely",2021-09-07
47012,"CPC","Toss up CPC/NDP",2021-09-07
47013,"CPC","CPC safe",2021-09-07
47014,"CPC","CPC safe",2021-09-07
48001,"CPC","CPC safe",2021-09-07
48002,"CPC","CPC safe",2021-09-07
48003,"CPC","CPC safe",2021-09-07
48004,"CPC","CPC leaning",2021-09-07
48005,"CPC","CPC leaning",2021-09-07
48006,"CPC","CPC safe",2021-09-07
48007,"CPC","CPC safe",2021-09-07
48008,"CPC","CPC safe",2021-09-07
48009,"CPC","CPC safe",2021-09-07
48010,"CPC","CPC safe",2021-09-07
48011,"CPC","CPC safe",2021-09-07
48012,"CPC","CPC safe",2021-09-07
48013,"CPC","Toss up LPC/CPC",2021-09-07
48014,"CPC","Toss up LPC/CPC",2021-09-07
48015,"CPC","CPC leaning",2021-09-07
48016,"CPC","CPC likely",2021-09-07
48017,"CPC","CPC leaning",2021-09-07
48018,"CPC","CPC likely",2021-09-07
48019,"NDP","NDP safe",2021-09-07
48020,"CPC","CPC safe",2021-09-07
48021,"CPC","CPC safe",2021-09-07
48022,"CPC","CPC safe",2021-09-07
48023,"CPC","CPC safe",2021-09-07
48024,"CPC","CPC safe",2021-09-07
48025,"CPC","CPC safe",2021-09-07
48026,"CPC","CPC safe",2021-09-07
48027,"CPC","CPC safe",2021-09-07
48028,"CPC","CPC safe",2021-09-07
48029,"CPC","CPC safe",2021-09-07
48030,"CPC","CPC safe",2021-09-07
48031,"CPC","CPC safe",2021-09-07
48032,"CPC","CPC safe",2021-09-07
48033,"CPC","CPC safe",2021-09-07
48034,"CPC","CPC safe",2021-09-07
59001,"CPC","CPC safe",2021-09-07
59002,"LPC","Toss up LPC/NDP",2021-09-07
59003,"NDP","NDP safe",2021-09-07
59004,"CPC","CPC safe",2021-09-07
59005,"CPC","CPC safe",2021-09-07
59006,"CPC","CPC safe",2021-09-07
59007,"CPC","CPC likely",2021-09-07
59008,"LPC","Toss up LPC/CPC",2021-09-07
59009,"NDP","NDP safe",2021-09-07
59010,"NDP","NDP safe",2021-09-07
59011,"LPC","Toss up LPC/CPC",2021-09-07
59012,"LPC","LPC leaning",2021-09-07
59013,"CPC","CPC safe",2021-09-07
59014,"CPC","CPC safe",2021-09-07
59015,"CPC","CPC leaning",2021-09-07
59016,"CPC","CPC safe",2021-09-07
59017,"CPC","CPC likely",2021-09-07
59018,"GPC","Toss up CPC/NDP/GPC",2021-09-07
59019,"NDP","NDP safe",2021-09-07
59020,"CPC","CPC safe",2021-09-07
59021,"LPC","LPC safe",2021-09-07
59022,"CPC","CPC likely",2021-09-07
59023,"CPC","CPC leaning",2021-09-07
59024,"CPC","CPC safe",2021-09-07
59025,"CPC","CPC safe",2021-09-07
59026,"NDP","NDP safe",2021-09-07
59027,"GPC","GPC likely",2021-09-07
59028,"NDP","NDP safe",2021-09-07
59029,"NDP","NDP likely",2021-09-07
59030,"CPC","CPC likely",2021-09-07
59031,"CPC","CPC likely",2021-09-07
59032,"LPC","LPC likely",2021-09-07
59033,"LPC","LPC likely",2021-09-07
59034,"LPC","LPC safe",2021-09-07
59035,"NDP","NDP safe",2021-09-07
59036,"IND","Toss up LPC/CPC",2021-09-07
59037,"NDP","NDP safe",2021-09-07
59038,"NDP","NDP safe",2021-09-07
59039,"LPC","LPC safe",2021-09-07
59040,"LPC","LPC likely",2021-09-07
59041,"NDP","NDP safe",2021-09-07
59042,"LPC","CPC leaning",2021-09-07
60001,"LPC","Toss up LPC/CPC/NDP",2021-09-07
61001,"LPC","Toss up LPC/CPC/NDP",2021-09-07
62001,"NDP","NDP leaning",2021-09-07
