"riding_code","current_party","current_projection","date"
35043,"LPC","CPC leaning",2021-09-06
35044,"LPC","LPC likely",2021-09-06
35045,"LPC","Toss up CPC/NDP/GPC",2021-09-06
35046,"LPC","CPC leaning",2021-09-06
35047,"IND","CPC leaning",2021-09-06
35048,"CPC","CPC safe",2021-09-06
35049,"CPC","CPC safe",2021-09-06
35050,"CPC","CPC safe",2021-09-06
35051,"NDP","NDP safe",2021-09-06
35052,"LPC","LPC likely",2021-09-06
35053,"LPC","LPC likely",2021-09-06
35054,"LPC","Toss up LPC/CPC",2021-09-06
35055,"LPC","LPC likely",2021-09-06
35056,"CPC","CPC safe",2021-09-06
35057,"LPC","LPC leaning",2021-09-06
35058,"LPC","LPC safe",2021-09-06
35059,"LPC","LPC likely",2021-09-06
35060,"LPC","LPC likely",2021-09-06
35061,"LPC","Toss up LPC/CPC",2021-09-06
35062,"LPC","LPC safe",2021-09-06
35063,"LPC","LPC likely",2021-09-06
35064,"LPC","LPC leaning",2021-09-06
35065,"LPC","Toss up LPC/CPC",2021-09-06
35066,"LPC","Toss up LPC/CPC/NDP",2021-09-06
35067,"CPC","CPC likely",2021-09-06
35068,"CPC","CPC safe",2021-09-06
35069,"LPC","Toss up LPC/NDP",2021-09-06
35070,"LPC","LPC leaning",2021-09-06
35071,"CPC","CPC likely",2021-09-06
35072,"LPC","Toss up LPC/CPC",2021-09-06
35073,"LPC","Toss up LPC/CPC",2021-09-06
35074,"CPC","CPC likely",2021-09-06
35075,"LPC","LPC likely",2021-09-06
35076,"LPC","LPC safe",2021-09-06
35077,"LPC","LPC safe",2021-09-06
35078,"LPC","LPC safe",2021-09-06
35079,"LPC","LPC likely",2021-09-06
35080,"CPC","CPC safe",2021-09-06
35081,"LPC","LPC leaning",2021-09-06
35082,"CPC","CPC safe",2021-09-06
35083,"CPC","CPC safe",2021-09-06
35084,"LPC","CPC leaning",2021-09-06
35085,"LPC","LPC likely",2021-09-06
35086,"CPC","CPC safe",2021-09-06
35087,"LPC","CPC leaning",2021-09-06
35088,"CPC","CPC safe",2021-09-06
35089,"LPC","Toss up LPC/CPC",2021-09-06
35090,"LPC","LPC safe",2021-09-06
35091,"CPC","CPC safe",2021-09-06
35092,"LPC","Toss up LPC/CPC",2021-09-06
35093,"LPC","LPC leaning",2021-09-06
35094,"LPC","LPC safe",2021-09-06
35095,"LPC","LPC safe",2021-09-06
35096,"LPC","LPC likely",2021-09-06
35097,"LPC","LPC safe",2021-09-06
35098,"LPC","LPC safe",2021-09-06
35099,"CPC","CPC safe",2021-09-06
35100,"CPC","CPC safe",2021-09-06
35101,"LPC","LPC safe",2021-09-06
35102,"CPC","CPC safe",2021-09-06
35103,"LPC","Toss up LPC/NDP",2021-09-06
35104,"CPC","CPC safe",2021-09-06
35105,"LPC","Toss up LPC/CPC/NDP",2021-09-06
35106,"LPC","LPC likely",2021-09-06
35107,"NDP","NDP safe",2021-09-06
35108,"LPC","LPC safe",2021-09-06
35109,"LPC","LPC leaning",2021-09-06
35110,"LPC","LPC safe",2021-09-06
35111,"LPC","LPC leaning",2021-09-06
35112,"LPC","LPC safe",2021-09-06
35113,"CPC","CPC safe",2021-09-06
35114,"LPC","Toss up LPC/CPC",2021-09-06
35115,"LPC","Toss up LPC/CPC",2021-09-06
35116,"LPC","Toss up LPC/NDP",2021-09-06
35117,"NDP","NDP likely",2021-09-06
35118,"LPC","Toss up LPC/CPC",2021-09-06
35119,"CPC","CPC safe",2021-09-06
35120,"LPC","LPC safe",2021-09-06
35121,"LPC","LPC safe",2021-09-06
46001,"CPC","CPC safe",2021-09-06
46002,"CPC","Toss up LPC/CPC",2021-09-06
46003,"NDP","NDP likely",2021-09-06
46004,"CPC","CPC safe",2021-09-06
46005,"NDP","NDP likely",2021-09-06
46006,"CPC","CPC likely",2021-09-06
46007,"CPC","CPC safe",2021-09-06
46008,"CPC","CPC safe",2021-09-06
46009,"LPC","LPC safe",2021-09-06
46010,"CPC","CPC safe",2021-09-06
46011,"NDP","NDP leaning",2021-09-06
46012,"LPC","LPC likely",2021-09-06
46013,"LPC","LPC leaning",2021-09-06
46014,"LPC","LPC safe",2021-09-06
47001,"CPC","CPC safe",2021-09-06
47002,"CPC","CPC safe",2021-09-06
47003,"CPC","Toss up LPC/CPC/NDP",2021-09-06
47004,"CPC","CPC safe",2021-09-06
47005,"CPC","CPC safe",2021-09-06
47006,"CPC","CPC safe",2021-09-06
47007,"CPC","CPC leaning",2021-09-06
47008,"CPC","CPC safe",2021-09-06
47009,"CPC","Toss up LPC/CPC",2021-09-06
47010,"CPC","CPC safe",2021-09-06
47011,"CPC","CPC likely",2021-09-06
47012,"CPC","Toss up CPC/NDP",2021-09-06
47013,"CPC","CPC safe",2021-09-06
47014,"CPC","CPC safe",2021-09-06
48001,"CPC","CPC safe",2021-09-06
48002,"CPC","CPC safe",2021-09-06
48003,"CPC","CPC safe",2021-09-06
48004,"CPC","CPC leaning",2021-09-06
48005,"CPC","CPC leaning",2021-09-06
48006,"CPC","CPC safe",2021-09-06
48007,"CPC","CPC safe",2021-09-06
48008,"CPC","CPC safe",2021-09-06
48009,"CPC","CPC safe",2021-09-06
48010,"CPC","CPC safe",2021-09-06
48011,"CPC","CPC safe",2021-09-06
48012,"CPC","CPC safe",2021-09-06
48013,"CPC","CPC leaning",2021-09-06
48014,"CPC","Toss up LPC/CPC",2021-09-06
48015,"CPC","CPC leaning",2021-09-06
48016,"CPC","CPC likely",2021-09-06
48017,"CPC","CPC leaning",2021-09-06
48018,"CPC","CPC safe",2021-09-06
48019,"NDP","NDP safe",2021-09-06
48020,"CPC","CPC safe",2021-09-06
48021,"CPC","CPC safe",2021-09-06
48022,"CPC","CPC safe",2021-09-06
48023,"CPC","CPC safe",2021-09-06
48024,"CPC","CPC safe",2021-09-06
48025,"CPC","CPC safe",2021-09-06
48026,"CPC","CPC safe",2021-09-06
48027,"CPC","CPC safe",2021-09-06
48028,"CPC","CPC safe",2021-09-06
48029,"CPC","CPC safe",2021-09-06
48030,"CPC","CPC safe",2021-09-06
48031,"CPC","CPC safe",2021-09-06
48032,"CPC","CPC safe",2021-09-06
48033,"CPC","CPC safe",2021-09-06
48034,"CPC","CPC safe",2021-09-06
59001,"CPC","CPC safe",2021-09-06
59002,"LPC","Toss up LPC/NDP",2021-09-06
59003,"NDP","NDP safe",2021-09-06
59004,"CPC","CPC safe",2021-09-06
59005,"CPC","CPC safe",2021-09-06
59006,"CPC","CPC safe",2021-09-06
59007,"CPC","CPC likely",2021-09-06
59008,"LPC","Toss up LPC/CPC",2021-09-06
59009,"NDP","NDP safe",2021-09-06
59010,"NDP","NDP safe",2021-09-06
59011,"LPC","Toss up LPC/CPC",2021-09-06
59012,"LPC","LPC leaning",2021-09-06
59013,"CPC","CPC safe",2021-09-06
59014,"CPC","CPC safe",2021-09-06
59015,"CPC","CPC leaning",2021-09-06
59016,"CPC","CPC safe",2021-09-06
59017,"CPC","CPC likely",2021-09-06
59018,"GPC","Toss up CPC/NDP/GPC",2021-09-06
59019,"NDP","NDP safe",2021-09-06
59020,"CPC","CPC safe",2021-09-06
59021,"LPC","LPC safe",2021-09-06
59022,"CPC","CPC likely",2021-09-06
59023,"CPC","CPC leaning",2021-09-06
59024,"CPC","CPC safe",2021-09-06
59025,"CPC","CPC safe",2021-09-06
59026,"NDP","NDP safe",2021-09-06
59027,"GPC","GPC likely",2021-09-06
59028,"NDP","NDP safe",2021-09-06
59029,"NDP","NDP likely",2021-09-06
59030,"CPC","CPC likely",2021-09-06
59031,"CPC","CPC safe",2021-09-06
59032,"LPC","LPC likely",2021-09-06
59033,"LPC","LPC likely",2021-09-06
59034,"LPC","LPC safe",2021-09-06
59035,"NDP","NDP safe",2021-09-06
59036,"IND","Toss up LPC/CPC",2021-09-06
59037,"NDP","NDP safe",2021-09-06
59038,"NDP","NDP safe",2021-09-06
59039,"LPC","LPC safe",2021-09-06
59040,"LPC","LPC likely",2021-09-06
59041,"NDP","NDP safe",2021-09-06
59042,"LPC","CPC leaning",2021-09-06
60001,"LPC","Toss up LPC/CPC/NDP",2021-09-06
61001,"LPC","Toss up LPC/CPC/NDP",2021-09-06
62001,"NDP","NDP leaning",2021-09-06
