"riding_code","current_party","current_projection","date"
10001,"LPC","LPC safe",2021-08-21
10002,"LPC","LPC likely",2021-08-21
10003,"LPC","LPC safe",2021-08-21
10004,"LPC","LPC leaning",2021-08-21
10005,"LPC","LPC safe",2021-08-21
10006,"NDP","NDP likely",2021-08-21
10007,"LPC","LPC likely",2021-08-21
11001,"LPC","LPC safe",2021-08-21
11002,"LPC","LPC safe",2021-08-21
11003,"LPC","LPC likely",2021-08-21
11004,"LPC","LPC safe",2021-08-21
12001,"LPC","LPC likely",2021-08-21
12002,"LPC","LPC likely",2021-08-21
12003,"LPC","LPC leaning",2021-08-21
12004,"LPC","LPC leaning",2021-08-21
12005,"LPC","Toss up LPC/NDP",2021-08-21
12006,"LPC","LPC safe",2021-08-21
12007,"LPC","LPC safe",2021-08-21
12008,"LPC","LPC likely",2021-08-21
12009,"LPC","LPC safe",2021-08-21
12010,"LPC","Toss up LPC/CPC",2021-08-21
12011,"CPC","Toss up LPC/CPC",2021-08-21
13001,"LPC","LPC safe",2021-08-21
13002,"LPC","LPC safe",2021-08-21
13003,"LPC","Toss up LPC/CPC/GPC",2021-08-21
13004,"CPC","CPC safe",2021-08-21
13005,"LPC","LPC safe",2021-08-21
13006,"LPC","Toss up LPC/CPC",2021-08-21
13007,"LPC","LPC safe",2021-08-21
13008,"CPC","CPC safe",2021-08-21
13009,"LPC","LPC likely",2021-08-21
13010,"CPC","CPC safe",2021-08-21
24001,"BQ","Toss up LPC/BQ",2021-08-21
24002,"BQ","BQ leaning",2021-08-21
24003,"LPC","LPC safe",2021-08-21
24004,"LPC","LPC safe",2021-08-21
24005,"LPC","LPC leaning",2021-08-21
24006,"BQ","BQ leaning",2021-08-21
24007,"CPC","CPC leaning",2021-08-21
24008,"BQ","Toss up LPC/CPC/BQ",2021-08-21
24009,"BQ","BQ safe",2021-08-21
24010,"CPC","CPC safe",2021-08-21
24011,"BQ","BQ safe",2021-08-21
24012,"BQ","BQ likely",2021-08-21
24013,"BQ","Toss up LPC/BQ",2021-08-21
24014,"BQ","BQ likely",2021-08-21
24015,"LPC","LPC safe",2021-08-21
24016,"LPC","LPC likely",2021-08-21
24017,"LPC","LPC safe",2021-08-21
24018,"BQ","Toss up NDP/BQ",2021-08-21
24019,"CPC","CPC safe",2021-08-21
24020,"BQ","Toss up CPC/BQ",2021-08-21
24021,"LPC","LPC leaning",2021-08-21
24022,"CPC","CPC likely",2021-08-21
24023,"LPC","LPC likely",2021-08-21
24024,"LPC","LPC safe",2021-08-21
24025,"BQ","BQ safe",2021-08-21
24026,"LPC","LPC leaning",2021-08-21
24027,"LPC","LPC safe",2021-08-21
24028,"LPC","LPC leaning",2021-08-21
24029,"LPC","LPC safe",2021-08-21
24030,"LPC","LPC safe",2021-08-21
24031,"BQ","BQ safe",2021-08-21
24032,"BQ","BQ likely",2021-08-21
24033,"BQ","BQ leaning",2021-08-21
24034,"BQ","Toss up LPC/BQ",2021-08-21
24035,"BQ","BQ likely",2021-08-21
24036,"LPC","LPC safe",2021-08-21
24037,"LPC","LPC safe",2021-08-21
24038,"BQ","BQ leaning",2021-08-21
24039,"LPC","LPC likely",2021-08-21
24040,"LPC","LPC safe",2021-08-21
24041,"LPC","LPC leaning",2021-08-21
24042,"CPC","CPC safe",2021-08-21
24043,"BQ","Toss up LPC/BQ",2021-08-21
24044,"LPC","LPC safe",2021-08-21
24045,"CPC","CPC safe",2021-08-21
24046,"BQ","BQ safe",2021-08-21
24047,"CPC","CPC safe",2021-08-21
24048,"BQ","BQ safe",2021-08-21
24049,"BQ","Toss up LPC/BQ",2021-08-21
24050,"BQ","BQ safe",2021-08-21
24051,"CPC","CPC likely",2021-08-21
24052,"LPC","LPC safe",2021-08-21
24053,"LPC","LPC safe",2021-08-21
24054,"LPC","LPC safe",2021-08-21
24055,"LPC","LPC safe",2021-08-21
24056,"LPC","LPC safe",2021-08-21
24057,"LPC","LPC safe",2021-08-21
24058,"CPC","CPC safe",2021-08-21
24059,"LPC","LPC leaning",2021-08-21
24060,"BQ","BQ likely",2021-08-21
24061,"CPC","CPC safe",2021-08-21
24062,"BQ","Toss up LPC/BQ",2021-08-21
24063,"BQ","BQ safe",2021-08-21
24064,"NDP","NDP likely",2021-08-21
24065,"LPC","LPC safe",2021-08-21
24066,"BQ","BQ likely",2021-08-21
24067,"BQ","BQ leaning",2021-08-21
24068,"LPC","LPC safe",2021-08-21
24069,"LPC","LPC safe",2021-08-21
24070,"LPC","LPC likely",2021-08-21
24071,"BQ","BQ likely",2021-08-21
24072,"BQ","Toss up LPC/BQ",2021-08-21
24073,"LPC","LPC leaning",2021-08-21
24074,"LPC","LPC safe",2021-08-21
24075,"BQ","BQ likely",2021-08-21
24076,"BQ","Toss up LPC/CPC/BQ",2021-08-21
24077,"LPC","LPC safe",2021-08-21
24078,"LPC","LPC safe",2021-08-21
35001,"LPC","LPC safe",2021-08-21
35002,"NDP","NDP safe",2021-08-21
35003,"CPC","Toss up LPC/CPC",2021-08-21
35004,"CPC","CPC likely",2021-08-21
35005,"CPC","CPC leaning",2021-08-21
35006,"LPC","Toss up LPC/CPC",2021-08-21
35007,"LPC","LPC safe",2021-08-21
35008,"IND","LPC likely",2021-08-21
35009,"LPC","LPC leaning",2021-08-21
35010,"LPC","LPC safe",2021-08-21
35011,"LPC","LPC safe",2021-08-21
35012,"LPC","LPC safe",2021-08-21
35013,"CPC","CPC likely",2021-08-21
35014,"CPC","CPC likely",2021-08-21
35015,"LPC","LPC likely",2021-08-21
35016,"LPC","LPC likely",2021-08-21
35017,"CPC","CPC likely",2021-08-21
35018,"LPC","NDP leaning",2021-08-21
35019,"IND","LPC safe",2021-08-21
35020,"LPC","LPC likely",2021-08-21
35021,"LPC","LPC safe",2021-08-21
35022,"CPC","CPC likely",2021-08-21
35023,"CPC","CPC likely",2021-08-21
35024,"LPC","LPC safe",2021-08-21
35025,"CPC","CPC safe",2021-08-21
35026,"CPC","NDP leaning",2021-08-21
35027,"LPC","LPC safe",2021-08-21
35028,"LPC","LPC safe",2021-08-21
35029,"LPC","LPC safe",2021-08-21
35030,"CPC","CPC leaning",2021-08-21
35031,"LPC","LPC likely",2021-08-21
35032,"LPC","LPC safe",2021-08-21
35033,"Vacant","CPC safe",2021-08-21
35034,"CPC","CPC safe",2021-08-21
35035,"NDP","NDP safe",2021-08-21
35036,"LPC","NDP leaning",2021-08-21
35037,"NDP","NDP safe",2021-08-21
35038,"LPC","LPC safe",2021-08-21
35039,"IND","Toss up LPC/CPC",2021-08-21
35040,"CPC","CPC likely",2021-08-21
35041,"LPC","LPC leaning",2021-08-21
35042,"CPC","Toss up LPC/CPC/NDP",2021-08-21
35043,"LPC","Toss up LPC/CPC",2021-08-21
35044,"LPC","LPC likely",2021-08-21
35045,"LPC","LPC likely",2021-08-21
35046,"LPC","Toss up LPC/CPC",2021-08-21
35047,"IND","LPC leaning",2021-08-21
35048,"CPC","CPC safe",2021-08-21
35049,"CPC","CPC safe",2021-08-21
35050,"CPC","CPC safe",2021-08-21
35051,"NDP","NDP safe",2021-08-21
35052,"LPC","LPC leaning",2021-08-21
35053,"LPC","LPC likely",2021-08-21
35054,"LPC","Toss up LPC/CPC",2021-08-21
35055,"LPC","LPC safe",2021-08-21
35056,"CPC","CPC likely",2021-08-21
35057,"LPC","LPC likely",2021-08-21
35058,"LPC","LPC safe",2021-08-21
35059,"LPC","LPC safe",2021-08-21
35060,"LPC","LPC safe",2021-08-21
35061,"LPC","LPC likely",2021-08-21
35062,"LPC","LPC safe",2021-08-21
35063,"LPC","LPC safe",2021-08-21
35064,"LPC","LPC likely",2021-08-21
35065,"LPC","LPC leaning",2021-08-21
35066,"LPC","NDP leaning",2021-08-21
35067,"CPC","CPC leaning",2021-08-21
35068,"CPC","CPC likely",2021-08-21
35069,"LPC","NDP leaning",2021-08-21
35070,"LPC","LPC likely",2021-08-21
35071,"CPC","Toss up LPC/CPC",2021-08-21
35072,"LPC","LPC leaning",2021-08-21
35073,"LPC","LPC likely",2021-08-21
35074,"CPC","Toss up CPC/NDP",2021-08-21
35075,"LPC","Toss up LPC/NDP",2021-08-21
35076,"LPC","LPC safe",2021-08-21
35077,"LPC","LPC safe",2021-08-21
35078,"LPC","LPC safe",2021-08-21
35079,"LPC","LPC safe",2021-08-21
35080,"CPC","CPC safe",2021-08-21
35081,"LPC","Toss up LPC/NDP",2021-08-21
35082,"CPC","CPC likely",2021-08-21
35083,"CPC","CPC safe",2021-08-21
35084,"LPC","LPC leaning",2021-08-21
35085,"LPC","LPC safe",2021-08-21
35086,"CPC","CPC safe",2021-08-21
35087,"LPC","Toss up LPC/CPC",2021-08-21
35088,"CPC","CPC likely",2021-08-21
35089,"LPC","LPC leaning",2021-08-21
35090,"LPC","LPC safe",2021-08-21
35091,"CPC","CPC likely",2021-08-21
35092,"LPC","Toss up LPC/NDP",2021-08-21
35093,"LPC","LPC likely",2021-08-21
35094,"LPC","LPC safe",2021-08-21
35095,"LPC","LPC safe",2021-08-21
35096,"LPC","LPC safe",2021-08-21
35097,"LPC","LPC safe",2021-08-21
35098,"LPC","LPC safe",2021-08-21
35099,"CPC","CPC likely",2021-08-21
35100,"CPC","CPC likely",2021-08-21
35101,"LPC","LPC safe",2021-08-21
35102,"CPC","CPC safe",2021-08-21
35103,"LPC","Toss up LPC/NDP",2021-08-21
35104,"CPC","CPC safe",2021-08-21
35105,"LPC","NDP leaning",2021-08-21
35106,"LPC","LPC likely",2021-08-21
35107,"NDP","NDP safe",2021-08-21
35108,"LPC","LPC safe",2021-08-21
35109,"LPC","Toss up LPC/NDP",2021-08-21
35110,"LPC","LPC safe",2021-08-21
35111,"LPC","LPC likely",2021-08-21
35112,"LPC","LPC safe",2021-08-21
35113,"CPC","CPC safe",2021-08-21
35114,"LPC","LPC likely",2021-08-21
35115,"LPC","LPC likely",2021-08-21
35116,"LPC","NDP leaning",2021-08-21
35117,"NDP","NDP likely",2021-08-21
35118,"LPC","LPC leaning",2021-08-21
35119,"CPC","CPC safe",2021-08-21
35120,"LPC","LPC safe",2021-08-21
35121,"LPC","LPC safe",2021-08-21
46001,"CPC","CPC safe",2021-08-21
46002,"CPC","Toss up LPC/CPC",2021-08-21
46003,"NDP","NDP likely",2021-08-21
46004,"CPC","CPC safe",2021-08-21
46005,"NDP","NDP likely",2021-08-21
46006,"CPC","Toss up LPC/CPC",2021-08-21
46007,"CPC","CPC safe",2021-08-21
46008,"CPC","CPC safe",2021-08-21
46009,"LPC","LPC safe",2021-08-21
46010,"CPC","CPC safe",2021-08-21
46011,"NDP","NDP leaning",2021-08-21
46012,"LPC","LPC safe",2021-08-21
46013,"LPC","LPC safe",2021-08-21
46014,"LPC","LPC safe",2021-08-21
47001,"CPC","CPC safe",2021-08-21
47002,"CPC","CPC safe",2021-08-21
47003,"CPC","Toss up LPC/CPC/NDP",2021-08-21
47004,"CPC","CPC safe",2021-08-21
47005,"CPC","CPC safe",2021-08-21
47006,"CPC","CPC safe",2021-08-21
47007,"CPC","CPC likely",2021-08-21
47008,"CPC","CPC safe",2021-08-21
47009,"CPC","CPC leaning",2021-08-21
47010,"CPC","CPC likely",2021-08-21
47011,"CPC","CPC likely",2021-08-21
47012,"CPC","Toss up CPC/NDP",2021-08-21
47013,"CPC","CPC safe",2021-08-21
47014,"CPC","CPC safe",2021-08-21
48001,"CPC","CPC safe",2021-08-21
48002,"CPC","CPC safe",2021-08-21
48003,"CPC","CPC safe",2021-08-21
48004,"CPC","Toss up LPC/CPC",2021-08-21
48005,"CPC","CPC leaning",2021-08-21
48006,"CPC","CPC safe",2021-08-21
48007,"CPC","CPC safe",2021-08-21
48008,"CPC","CPC safe",2021-08-21
48009,"CPC","CPC safe",2021-08-21
48010,"CPC","CPC safe",2021-08-21
48011,"CPC","CPC safe",2021-08-21
48012,"CPC","CPC safe",2021-08-21
48013,"CPC","Toss up LPC/CPC",2021-08-21
48014,"CPC","Toss up LPC/CPC",2021-08-21
48015,"CPC","CPC likely",2021-08-21
48016,"CPC","CPC likely",2021-08-21
48017,"CPC","Toss up LPC/CPC",2021-08-21
48018,"CPC","CPC likely",2021-08-21
48019,"NDP","NDP safe",2021-08-21
48020,"CPC","CPC safe",2021-08-21
48021,"CPC","CPC safe",2021-08-21
48022,"CPC","CPC safe",2021-08-21
48023,"CPC","CPC safe",2021-08-21
48024,"CPC","CPC safe",2021-08-21
48025,"CPC","CPC safe",2021-08-21
48026,"CPC","CPC safe",2021-08-21
48027,"CPC","CPC safe",2021-08-21
48028,"CPC","CPC safe",2021-08-21
48029,"CPC","CPC safe",2021-08-21
48030,"CPC","CPC safe",2021-08-21
48031,"CPC","CPC safe",2021-08-21
48032,"CPC","CPC safe",2021-08-21
48033,"CPC","CPC safe",2021-08-21
48034,"CPC","CPC safe",2021-08-21
59001,"CPC","CPC safe",2021-08-21
59002,"LPC","LPC likely",2021-08-21
59003,"NDP","NDP likely",2021-08-21
59004,"CPC","CPC safe",2021-08-21
59005,"CPC","CPC likely",2021-08-21
59006,"CPC","CPC safe",2021-08-21
59007,"CPC","Toss up LPC/CPC",2021-08-21
59008,"LPC","LPC likely",2021-08-21
59009,"NDP","NDP safe",2021-08-21
59010,"NDP","NDP safe",2021-08-21
59011,"LPC","LPC safe",2021-08-21
59012,"LPC","LPC likely",2021-08-21
59013,"CPC","CPC likely",2021-08-21
59014,"CPC","CPC leaning",2021-08-21
59015,"CPC","CPC likely",2021-08-21
59016,"CPC","CPC likely",2021-08-21
59017,"CPC","CPC leaning",2021-08-21
59018,"GPC","GPC leaning",2021-08-21
59019,"NDP","NDP safe",2021-08-21
59020,"CPC","CPC safe",2021-08-21
59021,"LPC","LPC safe",2021-08-21
