"riding_code","current_party","current_projection","date"
35032,"LPC","LPC safe",2021-09-09
35033,"Vacant","CPC safe",2021-09-09
35034,"CPC","CPC safe",2021-09-09
35035,"NDP","NDP safe",2021-09-09
35036,"LPC","Toss up LPC/CPC/NDP",2021-09-09
35037,"NDP","NDP safe",2021-09-09
35038,"LPC","LPC likely",2021-09-09
35039,"IND","CPC leaning",2021-09-09
35040,"CPC","CPC safe",2021-09-09
35041,"LPC","Toss up LPC/CPC",2021-09-09
35042,"CPC","CPC leaning",2021-09-09
35043,"LPC","CPC leaning",2021-09-09
35044,"LPC","LPC likely",2021-09-09
35045,"LPC","Toss up CPC/NDP/GPC",2021-09-09
35046,"LPC","CPC leaning",2021-09-09
35047,"IND","Toss up LPC/CPC",2021-09-09
35048,"CPC","CPC safe",2021-09-09
35049,"CPC","CPC safe",2021-09-09
35050,"CPC","CPC safe",2021-09-09
35051,"NDP","NDP safe",2021-09-09
35052,"LPC","LPC likely",2021-09-09
35053,"LPC","LPC likely",2021-09-09
35054,"LPC","Toss up LPC/CPC",2021-09-09
35055,"LPC","LPC likely",2021-09-09
35056,"CPC","CPC likely",2021-09-09
35057,"LPC","LPC leaning",2021-09-09
35058,"LPC","LPC safe",2021-09-09
35059,"LPC","LPC likely",2021-09-09
35060,"LPC","LPC likely",2021-09-09
35061,"LPC","Toss up LPC/CPC",2021-09-09
35062,"LPC","LPC safe",2021-09-09
35063,"LPC","LPC likely",2021-09-09
35064,"LPC","LPC leaning",2021-09-09
35065,"LPC","Toss up LPC/CPC",2021-09-09
35066,"LPC","Toss up LPC/CPC/NDP",2021-09-09
35067,"CPC","CPC likely",2021-09-09
35068,"CPC","CPC safe",2021-09-09
35069,"LPC","Toss up LPC/NDP",2021-09-09
35070,"LPC","LPC leaning",2021-09-09
35071,"CPC","CPC likely",2021-09-09
35072,"LPC","Toss up LPC/CPC",2021-09-09
35073,"LPC","Toss up LPC/CPC",2021-09-09
35074,"CPC","CPC likely",2021-09-09
35075,"LPC","LPC likely",2021-09-09
35076,"LPC","LPC safe",2021-09-09
35077,"LPC","LPC safe",2021-09-09
35078,"LPC","LPC safe",2021-09-09
35079,"LPC","LPC likely",2021-09-09
35080,"CPC","CPC safe",2021-09-09
35081,"LPC","LPC leaning",2021-09-09
35082,"CPC","CPC safe",2021-09-09
35083,"CPC","CPC safe",2021-09-09
35084,"LPC","Toss up LPC/CPC",2021-09-09
35085,"LPC","LPC likely",2021-09-09
35086,"CPC","CPC safe",2021-09-09
35087,"LPC","CPC leaning",2021-09-09
35088,"CPC","CPC safe",2021-09-09
35089,"LPC","Toss up LPC/CPC",2021-09-09
35090,"LPC","LPC safe",2021-09-09
35091,"CPC","CPC safe",2021-09-09
35092,"LPC","Toss up LPC/CPC",2021-09-09
35093,"LPC","LPC leaning",2021-09-09
35094,"LPC","LPC safe",2021-09-09
35095,"LPC","LPC safe",2021-09-09
35096,"LPC","LPC likely",2021-09-09
35097,"LPC","LPC safe",2021-09-09
35098,"LPC","LPC safe",2021-09-09
35099,"CPC","CPC safe",2021-09-09
35100,"CPC","CPC safe",2021-09-09
35101,"LPC","LPC safe",2021-09-09
35102,"CPC","CPC safe",2021-09-09
35103,"LPC","Toss up LPC/NDP",2021-09-09
35104,"CPC","CPC safe",2021-09-09
35105,"LPC","Toss up LPC/CPC/NDP",2021-09-09
35106,"LPC","LPC likely",2021-09-09
35107,"NDP","NDP safe",2021-09-09
35108,"LPC","LPC safe",2021-09-09
35109,"LPC","LPC leaning",2021-09-09
35110,"LPC","LPC safe",2021-09-09
35111,"LPC","LPC leaning",2021-09-09
35112,"LPC","LPC safe",2021-09-09
35113,"CPC","CPC safe",2021-09-09
35114,"LPC","Toss up LPC/CPC",2021-09-09
35115,"LPC","LPC leaning",2021-09-09
35116,"LPC","Toss up LPC/NDP",2021-09-09
35117,"NDP","NDP leaning",2021-09-09
35118,"LPC","Toss up LPC/CPC",2021-09-09
35119,"CPC","CPC safe",2021-09-09
35120,"LPC","LPC safe",2021-09-09
35121,"LPC","LPC safe",2021-09-09
46001,"CPC","CPC safe",2021-09-09
46002,"CPC","Toss up LPC/CPC",2021-09-09
46003,"NDP","NDP likely",2021-09-09
46004,"CPC","CPC safe",2021-09-09
46005,"NDP","NDP likely",2021-09-09
46006,"CPC","CPC leaning",2021-09-09
46007,"CPC","CPC safe",2021-09-09
46008,"CPC","CPC safe",2021-09-09
46009,"LPC","LPC safe",2021-09-09
46010,"CPC","CPC safe",2021-09-09
46011,"NDP","NDP likely",2021-09-09
46012,"LPC","LPC likely",2021-09-09
46013,"LPC","LPC leaning",2021-09-09
46014,"LPC","LPC safe",2021-09-09
47001,"CPC","CPC safe",2021-09-09
47002,"CPC","CPC safe",2021-09-09
47003,"CPC","Toss up LPC/CPC/NDP",2021-09-09
47004,"CPC","CPC safe",2021-09-09
47005,"CPC","CPC safe",2021-09-09
47006,"CPC","CPC safe",2021-09-09
47007,"CPC","Toss up CPC/NDP",2021-09-09
47008,"CPC","CPC safe",2021-09-09
47009,"CPC","Toss up LPC/CPC",2021-09-09
47010,"CPC","CPC safe",2021-09-09
47011,"CPC","CPC likely",2021-09-09
47012,"CPC","Toss up CPC/NDP",2021-09-09
47013,"CPC","CPC safe",2021-09-09
47014,"CPC","CPC safe",2021-09-09
48001,"CPC","CPC safe",2021-09-09
48002,"CPC","CPC safe",2021-09-09
48003,"CPC","CPC safe",2021-09-09
48004,"CPC","Toss up LPC/CPC",2021-09-09
48005,"CPC","Toss up LPC/CPC",2021-09-09
48006,"CPC","CPC likely",2021-09-09
48007,"CPC","CPC safe",2021-09-09
48008,"CPC","CPC safe",2021-09-09
48009,"CPC","CPC safe",2021-09-09
48010,"CPC","CPC safe",2021-09-09
48011,"CPC","CPC safe",2021-09-09
48012,"CPC","CPC safe",2021-09-09
48013,"CPC","Toss up LPC/CPC",2021-09-09
48014,"CPC","LPC leaning",2021-09-09
48015,"CPC","CPC leaning",2021-09-09
48016,"CPC","CPC likely",2021-09-09
48017,"CPC","Toss up LPC/CPC",2021-09-09
48018,"CPC","CPC likely",2021-09-09
48019,"NDP","NDP safe",2021-09-09
48020,"CPC","CPC safe",2021-09-09
48021,"CPC","CPC safe",2021-09-09
48022,"CPC","CPC safe",2021-09-09
48023,"CPC","CPC safe",2021-09-09
48024,"CPC","CPC safe",2021-09-09
48025,"CPC","CPC safe",2021-09-09
48026,"CPC","CPC safe",2021-09-09
48027,"CPC","CPC safe",2021-09-09
48028,"CPC","CPC safe",2021-09-09
48029,"CPC","CPC safe",2021-09-09
48030,"CPC","CPC safe",2021-09-09
48031,"CPC","CPC safe",2021-09-09
48032,"CPC","CPC safe",2021-09-09
48033,"CPC","CPC safe",2021-09-09
48034,"CPC","CPC safe",2021-09-09
59001,"CPC","CPC safe",2021-09-09
59002,"LPC","LPC leaning",2021-09-09
59003,"NDP","NDP safe",2021-09-09
59004,"CPC","CPC safe",2021-09-09
59005,"CPC","CPC likely",2021-09-09
59006,"CPC","CPC safe",2021-09-09
59007,"CPC","Toss up LPC/CPC",2021-09-09
59008,"LPC","LPC likely",2021-09-09
59009,"NDP","NDP safe",2021-09-09
59010,"NDP","NDP safe",2021-09-09
59011,"LPC","LPC leaning",2021-09-09
59012,"LPC","LPC likely",2021-09-09
59013,"CPC","CPC likely",2021-09-09
59014,"CPC","CPC likely",2021-09-09
59015,"CPC","Toss up CPC/NDP",2021-09-09
59016,"CPC","CPC likely",2021-09-09
59017,"CPC","CPC likely",2021-09-09
59018,"GPC","Toss up CPC/NDP/GPC",2021-09-09
59019,"NDP","NDP safe",2021-09-09
59020,"CPC","CPC safe",2021-09-09
59021,"LPC","LPC safe",2021-09-09
59022,"CPC","CPC leaning",2021-09-09
59023,"CPC","Toss up LPC/CPC/NDP",2021-09-09
59024,"CPC","CPC safe",2021-09-09
59025,"CPC","CPC likely",2021-09-09
59026,"NDP","NDP safe",2021-09-09
59027,"GPC","GPC likely",2021-09-09
59028,"NDP","NDP safe",2021-09-09
59029,"NDP","NDP safe",2021-09-09
59030,"CPC","CPC leaning",2021-09-09
59031,"CPC","CPC likely",2021-09-09
59032,"LPC","LPC likely",2021-09-09
59033,"LPC","LPC safe",2021-09-09
59034,"LPC","LPC safe",2021-09-09
59035,"NDP","NDP safe",2021-09-09
59036,"IND","LPC leaning",2021-09-09
59037,"NDP","NDP safe",2021-09-09
59038,"NDP","NDP safe",2021-09-09
59039,"LPC","LPC safe",2021-09-09
59040,"LPC","LPC likely",2021-09-09
59041,"NDP","NDP safe",2021-09-09
59042,"LPC","Toss up LPC/CPC",2021-09-09
60001,"LPC","Toss up LPC/NDP",2021-09-09
61001,"LPC","Toss up LPC/CPC/NDP",2021-09-09
62001,"NDP","NDP leaning",2021-09-09
