"riding_code","current_party","current_projection","date"
48003,"CPC","CPC safe",2021-08-17
48004,"CPC","Toss up LPC/CPC",2021-08-17
48005,"CPC","CPC leaning",2021-08-17
48006,"CPC","CPC safe",2021-08-17
48007,"CPC","CPC safe",2021-08-17
48008,"CPC","CPC safe",2021-08-17
48009,"CPC","CPC safe",2021-08-17
48010,"CPC","CPC safe",2021-08-17
48011,"CPC","CPC safe",2021-08-17
48012,"CPC","CPC safe",2021-08-17
48013,"CPC","CPC leaning",2021-08-17
48014,"CPC","Toss up LPC/CPC",2021-08-17
48015,"CPC","CPC likely",2021-08-17
48016,"CPC","CPC safe",2021-08-17
48017,"CPC","Toss up LPC/CPC",2021-08-17
48018,"CPC","CPC likely",2021-08-17
48019,"NDP","NDP likely",2021-08-17
48020,"CPC","CPC safe",2021-08-17
48021,"CPC","CPC safe",2021-08-17
48022,"CPC","CPC safe",2021-08-17
48023,"CPC","CPC safe",2021-08-17
48024,"CPC","CPC safe",2021-08-17
48025,"CPC","CPC safe",2021-08-17
48026,"CPC","CPC safe",2021-08-17
48027,"CPC","CPC safe",2021-08-17
48028,"CPC","CPC safe",2021-08-17
48029,"CPC","CPC safe",2021-08-17
48030,"CPC","CPC safe",2021-08-17
48031,"CPC","CPC safe",2021-08-17
48032,"CPC","CPC safe",2021-08-17
48033,"CPC","CPC safe",2021-08-17
48034,"CPC","CPC safe",2021-08-17
59001,"CPC","CPC likely",2021-08-17
59002,"LPC","LPC likely",2021-08-17
59003,"NDP","NDP likely",2021-08-17
59004,"CPC","CPC safe",2021-08-17
59005,"CPC","CPC leaning",2021-08-17
59006,"CPC","CPC likely",2021-08-17
59007,"CPC","LPC leaning",2021-08-17
59008,"LPC","LPC safe",2021-08-17
59009,"NDP","NDP safe",2021-08-17
59010,"NDP","NDP safe",2021-08-17
59011,"LPC","LPC safe",2021-08-17
59012,"LPC","LPC safe",2021-08-17
59013,"CPC","CPC leaning",2021-08-17
59014,"CPC","Toss up LPC/CPC",2021-08-17
59015,"CPC","CPC leaning",2021-08-17
59016,"CPC","CPC leaning",2021-08-17
59017,"CPC","Toss up LPC/CPC",2021-08-17
59018,"GPC","GPC leaning",2021-08-17
59019,"NDP","NDP safe",2021-08-17
59020,"CPC","CPC likely",2021-08-17
59021,"LPC","LPC safe",2021-08-17
59022,"CPC","Toss up LPC/CPC",2021-08-17
59023,"CPC","Toss up LPC/CPC",2021-08-17
59024,"CPC","CPC safe",2021-08-17
59025,"CPC","CPC leaning",2021-08-17
59026,"NDP","NDP safe",2021-08-17
59027,"GPC","GPC safe",2021-08-17
59028,"NDP","NDP safe",2021-08-17
59029,"NDP","NDP likely",2021-08-17
59030,"CPC","Toss up LPC/CPC",2021-08-17
59031,"CPC","Toss up LPC/CPC",2021-08-17
59032,"LPC","LPC safe",2021-08-17
59033,"LPC","LPC safe",2021-08-17
59034,"LPC","LPC safe",2021-08-17
59035,"NDP","NDP safe",2021-08-17
59036,"IND","LPC leaning",2021-08-17
59037,"NDP","NDP safe",2021-08-17
59038,"NDP","NDP safe",2021-08-17
59039,"LPC","LPC safe",2021-08-17
59040,"LPC","LPC safe",2021-08-17
59041,"NDP","NDP likely",2021-08-17
59042,"LPC","LPC safe",2021-08-17
60001,"LPC","Toss up LPC/NDP",2021-08-17
61001,"LPC","LPC leaning",2021-08-17
62001,"NDP","NDP leaning",2021-08-17
